school,specialization
dai hoc giao thong van tai hcm,"['co khi o to', 'ky thuat xay dung', 'kinh te xay dung', 'kinh te xay dung', 'co khi o to', 'thiet bi nang luong', 'ky su kinh te xay dung', 'ky thuat co khi', 'ky thuat co khi', 'xay dung cau duong', 'cong nghe thong tin', 'ky su', 'dien cong nghiep', 'co khi o to', 'kinh te xay dung', 'kinh te xay dung', 'quan tri logistics', 'xay dung dan dung va cong nghiep', 'co khi oto', 'ky thuat xay dung cong trinh giao thong nganh duong sat metro', 'ki thuat dien tu, truyen thong', 'dien cong nghiep - ki thuat dien', 'thiet bi nang luong tau thuy', 'chuyen nganh quan tri logistics va van tai da phuong thuc', 'kinh te van tai bien', 'xay dung cau duong', 'kinh te van tai bien', 'ki thuat co khi, ki thuat xay dung dan dung, ki thuat dieu khien va tu dong hoa', 'chuyen nganh', 'xay dung cau duong', 'cau duong', 'xay dung cau duong o to - san bay', 'ky thuat moi truong', 'cau duong', 'ke toan tong hop', 'chuyen nganh', 'hang hai', 'ke toan', 'xay dung cau duong', 'cau duong o to va san bay k52']"
hoc vien hang khong viet nam,"['dich vu hanh khach', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'phuc vu hang hoa', 'quan tri kinh doanh', 'an ninh soi chieu hai quan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'an ninh soi chieu', 'an ninh hang khong', 'quan tri kinh doanh', 'an ninhi h', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'van tai hang khong', 'business administration', 'phuc vu hanh khach', 'chuyen nganh quan tri kinh doanh', 'chuyen nganh', 'quan tri cang hang khong', 'quan tri kinh doanh', 'quan tri kd/ cang hk']"
dai hoc hang hai viet nam,"['ki thuat moi truong', 'kinh te ngoai thuong', 'tai chinh ke toan', 'kinh te', 'kinh te van tai bien', 'thiet ke tau thuy', 'kinh te van tai bien', 'xay dung dan dung va cong nghiep', 'quan tri ke toan', 'cong nghe dong tau', 'kinh te ngoai thuong', 'kinh te', 'chuyen nganh']"
dai hoc kien truc ha noi,"['kien truc cong trinh', 'kien truc cong trinh', 'kien truc su', 'xay dung dan dung va cong nghiep', 'ki su xay dung dan dung va cong nghiep', 'xay dung', 'kien truc dan dung', 'ky thuat moi truong', 'xay dung dan dung va cong nghiep', 'quan ly xay dung do thi', 'nganh vat lieu xay dung', 'ki thuat moi truong do thi', 'xddd&cn', 'xay dung dd&cn', 'kien truc - canh quan', 'cong trinh ngam']"
dai hoc kien truc hcm,"['kien truc', 'xay dung', 'quan ly du an', 'xay dung dan dung va cong nghiep', 'noi that', 'thiet ke do hoa', 'xay dung', 'ky thuat ha tang do thi', 'thiet ke noi that', 'kien truc', 'quy hoach vung va do thi ( chuong trinh doi moi )', 'xay dung dan dung va cong nghiep', 'do hoa thiet ke noi - ngoai that', 'industrial design', 'chuyen nganh', 'thiet ke noi that', 'kien truc su cong trinh', 'kien truc cong trinh', 'canh quan do thi', 'chuyen nganh']"
dai hoc xay dung mien trung,"['xay dung dan dung va cong nghiep', 'chuyen nganh']"
dai hoc xay dung mien tay,"['xay dung dan dung', 'xay dung dan dung-cong nghiep', 'kien truc su', 'cong nghe ky thuat kien truc', 'xay dung dan dung va moi truong']"
dai hoc lao dong xa hoi,"['quan tri nhan luc', 'ke toan', 'cong tac xa hoi', 'ke toan', 'dien cong nghiep', 'bao hiem', 'bao hiem', 'ke toan', 'bao hiem', 'human resources', 'quan tri nhan luc', 'ke toan', 'ke toan', 'quan tri nhan su', 'ke toan', 'bao hiem', 'quan tri nhan luc', 'ke toan', 'quan tri nhan luc', 'quan tri kinh doanh', 'cong tac xa hoi', 'bao hiem', 'quan tri nhan luc', 'cong tac xa hoi', 'ke toan', 'cu nhan', 'cu nhan', 'quan tri nhan su', 'bao hiem', 'ke toan doanh nghiep', 'quan tri nhan luc', 'quan tri nhan luc', 'quan tri nhan luc', 'bao hiem', 'bao hiem', 'ke toan', 'bao hiem + ke toan', 'quan tri kinh doanh', 'ke toan', 'quan tri kinh doanh tong hop', 'humans resources management', 'quan tri nhan luc', 'quan tri nhan luc', 'quan tri nhan luc', 'ke toan', 'bao hiem', 'ke toan', 'ke toan', 'ke toan tien luong', 'quan tri nhan luc', 'ke toan', 'ke toan', 'ke toan', 'ke toan', 'chuyen nganh', 'ke toan', 'chuyen nganh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan ly nguon nhan luc to', 'ke toan', 'ke toan', 'quan li nguon nhan luc', 'ke toan', 'ke toan loai kha+ tin hoc van phong b loai gioi', 'cong tac xa hoi', 'bao hiem', 'quan tri nguon nhan luc', 'ke toan', 'chuyen nganh', 'cong tac xa hoi', 'chuyen nganh', 'trung cap ke toan', 'cong tac xa hoi', 'ke toan', 'ke toan', 'quan tri nhan luc', 'ke toan']"
dai hoc su pham ky thuat nam dinh,"['cong nghe thong tin', 'cong nghe thong tin', 'ky thuat dien', 'cong nghe o to', 'cong nghe thong tin', 'chuyen nganh cong nghe che tao may']"
dai hoc su pham ky thuat vinh,"['dien _dien tu', 'co khi che tao may', 'co khi che tao may', 'cong nghe oto', 'dien tu vien thong', 'che tao may', 'co khi dong luc']"
dai hoc su pham ky thuat vinh long,['co khi che tao']
hoc vien nong nghiep viet nam,"['quan ly kinh te', 'bao ve thuc vat', 'khoa hoc moi truong', 'quan ly dat dai', 'thu y', 'nong hoc', 'san xuat va quan ly san xuat rau hoa qua trong nha co mai cho', 'khoa hoc dat', 'thu y', 'thu y', 'cong nghe thuc pham', 'nong hoc', 'kinh te nong nghiep', 'kinh te nong nghiep', 'kinh te nong nghiep', 'tu dong hoa', 'kinh te va phat trien nong thon', 'bao ve thuc vat', 'moi truong', 'moi truong', 'chan nuoi thu y', 'cong nghe thuc pham', 'quan ly dat dai', 'xa hoi hoc', 'cong nghe thong tin', 'thu y', 'he thong dien', 'kinh te', 'chan nuoi', 'thu y', 'cong nghe thong tin', 'bao ve thuc vat', 'kinh te', 'kinh te', 'quan ly dat dai', 'ke toan doanh nghiep', 'cong nghe thuc pham', 'thu y', 'cong nghe thuc pham', 'khoa hoc moi truong', 'ke hoach va dau tu', 'quan ly dat dai', 'quan tri kinh doanh', 'chuyen nganh', 'ki su moi truong', 'nganh: ke toan doanh nghiep', 'chuyen nganh', 'kinh te hoc phat trien']"
dai hoc lam nghiep,"['lam hoc', 'khoa hoc moi truong', 'quan ly tai nguyen rung va moi truong', 'quan tri kinh doanh', 'khoa hoc moi truong', 'lam sinh', 'lam sinh', 'ke toan', 'xay dung dan dung va cong nghiep', 'chuyen nganh', 'chuyen nganh', 'chan nuoi thu y', 'quan ly tai nguyen thien nhien', 'lam sinh', 'kien truc canh quan', 'khoa hoc moi truong', 'khoa hoc moi truong', 'lam sinh', 'ke toan', 'quan ly tai nguyen thien nhien', 'chuyen nganh', 'kinh te']"
dai hoc thuy loi,"['thuy van hoc', 'cong nghe thong tin', 'cong trinh', 'cong nghe thong tin', 'quan ly xay dung', 'ki thuat cong trinh', 'ky thuat cong trinh bien', 'ki thuat tai nguyen nuoc', 'cong trinh', 'cong nghe xay dung', 'cong nghe thong tin', 'ky thuat tai nguyen nuoc', 'ky thuat tai nguyen nuoc', 'cong nghe thong tin', 'thuy van va tai nguyen nuoc', 'xay dung cau duong', 'ky thuat cong thuy', 'ke toan', 'ke toan xay dung', 'chuyen nganh : quan ly xay dung', 'cap thoat nuoc', 'chuyen nganh', 'ky thuat xay dung cong trinh giao thong', 'chuyen nganh', 'chuyen nganh', 'xay dung', 'xay dung cong trinh', 'cong nghe thong tin', 'ky thuat dien, dien tu', 'ky thuat cong trinh xay dung dan dung va cong nghiep', 'ki thuat cong trinh xay dung', 'thuy dien', 'cong nghe thong tin']"
dai hoc nong lam bac giang,"['cong nghe thuc pham', 'cong nghe thuc pham', 'cong nghe thuc pham', 'cong nghe thuc pham', 'quan ly dat dai', 'chuyen nganh']"
hoc vien tai chinh,"['tai chinh ngan hang', 'ke toan truong', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'ngan hang', 'tai chinh ngan hang', 'tai chinh ngan hang', 'tai chinh tin dung', 'tai chinh tin dung', 'tai chinh doanh nghie', 'ke toan', 'ke toan', 'tai chinh - ngan hang', 'ke toan', 'tai chinh doanh nghiep', 'ngan hang', 'tai chinh ngan hang', 'ke toan tai chinh', 'tai chinh - ngan hang', 'ke toan doanh nghiep', 'tai chinh - ngan hang', 'ke toan truong', 'he thong quan li thong tin', 'tai chinh ngan hang', 'ke toan', 'ngan hang bao hiem', 'tai chinh ngan hang', 'ke toan', 'tieng anh tai chinh - ke toan', 'tai chinh- ngan hang', 'khoa tai chinh - ngan hang', 'ke toan doanh nghiep', 'kiem toan', 'kiem toan', 'ke toan', 'ke toan', 'tai chinh doanh nghiep', 'ke toan', 'ngan hang - bao hiem', 'tai chinh - ngan hang', 'ke toan', 'ke toan doanh nghiep', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'tai chinh doanh nghiep', 'kiem toan', 'ke toan', 'tai chinh doanh nghiep', 'tai chinh ngan hang', 'chuyen nganh', 'chuyen nganh', 'kiem toan', 'tai chinh doanh nghiep', 'chuyen nganh', 'ke toan', 'tai chinh ngan hang', 'tai chinh ngan hang', 'tai chinh quoc te', 'ngan hang', 'chuyen nganh', 'ke toan doanh nghiep', 'quan tri kinh doanh']"
dai hoc tai chinh marketing,"['quan tri kinh doanh tong hop', 'thue', 'tai chinh bao hiem va dau tu', 'quan tri du lich', 'chuyen nganh quan tri kinh doanh', 'marketing', 'quan tri nha hang khach san', 'ke toan', 'quan tri kinh doanh quoc te', 'tai chinh cong', 'marketing management', 'tai chinh doanh nghiep', 'kiem toan', 'quan tri kinh doanh', 'thuong mai quoc te', 'tham dinh gia', 'tai chinh ngan han', 'quan tri kinh doanh quoc te', 'quan tri nha hang va dich vu an uong', 'xuat nhap khau-hai quan', 'marketing', 'quan tri kinh doanh', 'marketing tong hop', 'marketing', 'quan ly va to chuc su kien', 'ke toan doanh nghiep', 'tieng anh thuong mai', 'business english', 'tai chinh ngan hang', 'ngan hang', 'marketing', 'quan tri kinh doanh', 'quan tri kinh doanh', 'tai chinh ngan hang', 'quan tri kinh doanh', 'marketing', 'marketing tong hop', 'tai chinh doanh nghiep', 'kinh doanh quoc te', 'ke toan', 'marketing', 'kinh doanh quoc te', 'tai chinh', 'ke toan', 'tai chinh doanh nghiep', 'quan tri nha hang khach san', 'cu nhan', 'cu nhan', 'chuyen nganh: kinh doanh thuong mai', 'thuong mai quoc te', 'tai chinh- ngan hang', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'kinh doanh quoc te', 'marketing', 'tai chinh - ngan hang', 'quan tri nha hang va dich vu an uong', 'thuong mai quoc te', 'marketing', 'quan tri nha hang va dich vu an uong', 'ngon ngu anh', 'quan tri kinh doanh', 'ke toan doanh nghiep', 'international commerce', 'thuong mai quoc te', 'marketing', 'quan tri kinh doanh', 'quan tri kinh doanh - tham dinh gia', 'thuong mai quoc te', 'truyen thong marketing', 'quan tri kinh doanh tong hop', 'ke toan - kiem toan', 'quan tri marketing', 'dau tu tai chinh-bao hiem', 'quan tri khach san', 'tai chinh doanh nghiep', 'quan tri du an', 'quan tri ban hang', 'he thong thong tin quan ly', 'tham dinh gia', 'tai chinh doanh nghiep', 'ngan hang', 'xuat nhap khau', 'quan tri kinh doanh', 'tai chinh doanh nghiep', 'xuat nhap khau', 'quan tri khach san', 'kiem toan', 'quan tri kinh doanh tong hop', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'tai chinh ngan hang', 'tai chinh ngan hang', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'marketing tong hop', 'marketing', 'quan tri kinh doanh', 'quan tri kinh doanh']"
dai hoc tai chinh ke toan,"['marketing management', 'marketing management', 'marketing', 'marketing', 'marketing', 'ke toan doanh nghiep', 'ke toan', 'ke toan tong hop', 'tai chinh tin dung', 'ke toan doanh nghiep', 'tai chinh - ngan hang', 'ke toan', 'chuyen nganh', 'tai chinh ngan hang', 'tai chinh tin dung', 'chuyen nganh ke toan doanh nghiep', 'ke toan']"
dai hoc tai chinh quan tri kinh doanh,"['tai chinh ke toan', 'ke toan', 'tai chinh doanh nghiep', 'tai chinh - ngan hang', 'quan tri kinh doanh tong hop', 'quan tri kinh doanh', 'tai chinh ngan hang', 'ke toan']"
hoc vien phat giao viet nam tai ha noi,[]
hoc vien phat giao viet nam tai hcm,[]
hoc vien phat giao viet nam tai hue,[]
hoc vien phat giao nam tong khmer,[]
hoc vien chinh tri quoc gia hcm,[]
hoc vien bao chi tuyen truyen,"['cong tac xa hoi', 'quang cao', 'quan he cong chung (pr)', 'pr - quang cao', 'quang cao', 'quang cao', 'phat thanh - truyen hinh', 'bien dich tieng anh', 'pr va quang cao', 'chinh tri hoc', 'quan ly kinh te', 'xuat ban', 'bao in', 'chinh tri hoc', 'khoa hoc quan ly nha nuoc', 'quan he cong chung truyen thong marketing chat luong cao', 'bao mang dien tu', 'bao chi', 'bao chi da phuong tien', 'chinh tri hoc', 'bao chi', 'nghiep vu mc', 'bao mang dien tu', 'bao chi da phuong tien', 'quan he cong chung - quang cao', 'quan he cong chung va quang cao', 'quan ly kinh te', 'quan he cong chung', 'quan he cong chung', 'triet hoc']"
dai hoc tai nguyen moi truong ha noi,"['dia chinh - quan ly dat dai', 'cong nghe thong tin', 'ke toan doanh nghiep', 'cong nghe moi truong', 'ky thuat moi truong', 'quan ly dat dai', 'trac dia ban do', 'cong nghe thong tin', 'thuy van', 'trac dia', 'quan ly tai nguyen- nguon luc', 'quan ly tai nguyen va moi truong', 'quan tri kinh doanh', 'cong nghe moi truong', 'quan ly dat dai', 'tai nguyen nuoc']"
dai hoc tai nguyen moi truong hcm,"['quan ly moi truong', 'quan tri dich vu du lich va lu hanh', 'quan ly dat dai', 'chuyen nganh quan tri kinh doanh tong hop', 'qtkd', 'cong nghe ky thuat moi truong', 'quan ly dat dai', 'quan ly dat dai', 'quan li moi truong', 'quan ly dat dai', 'quan ly moi truong', 'quan ly moi truong', 'quan tri kinh doanh bat dong san', 'chuyen nganh', 'chuyen nganh', 'quan tri kinh doanh', 'cong nghe thong tin']"
hoc vien chinh sach phat trien,"['master planning', 'quy hoach phat trien', 'quan ly nha nuoc/chinh sach cong', 'quan ly nha nuoc va kinh te quoc te', 'tai chinh - ngan hang', 'quan ly nha nuoc']"
hoc vien khoa hoc cong nghe doi moi sang tao,[]
hoc vien ngoai giao,"['truyen thong quoc te', 'kinh te quoc te', 'quan he quoc te', 'luat quoc te', 'quan he quoc te', 'quan he quoc te', 'quan he quoc te tieng trung', 'kinh te quoc te', 'luat', 'kinh te quoc te', 'truyen thong quoc te', 'kinh te quoc te', 'kinh te quoc te', 'luat quoc te']"
hoc vien hanh chinh quoc gia,"['quan tri nhan su', 'hanh chinh hoc', 'human resource management', 'to chuc va quan ly nhan su', 'chuyen nganh thanh tra', 'quan li nha nuoc', 'thanh tra', 'quan ly nhan su', 'quan ly to chuc va nhan su', 'to chuc va quan ly nhan su', 'quan ly nha nuoc', 'quan ly nha nuoc', 'hanh chinh hoc']"
hoc vien cong nghe buu chinh vien thong,"['cong nghe thong tin', 'quan tri kinh doanh', 'cong nghe truyen thong', 'marketing', 'truyen thong da phuong tien', 'cntt', 'truyen thong da phuong tien', 'marketing truyen thong', 'ke toan - kiem toan', 'an toan thong tn', 'quan tri kinh doanh', 'quan tri kinh doanh, marketing', 'dien tu truyen thong', 'quan tri kinh doanh', 'cong nghe thong tin', 'dien tu - truyen thong', 'dien tu vien thong', 'quan tri kinh doanh', 'dien tu vien thong', 'quan tri kinh doanh', 'dien tu vien thong', 'ke toan', 'ki thuat dien - dien tu', 'marketing', 'quan tri kinh doanh', 'dien tu - vien thong', 'quan tri kinh doanh', 'quan tri kinh doanh', 'an toan thong tin', 'ky thuat dien tu - truyen thong', 'marketing', 'dien tu vien thong', 'he thong thong tin', 'ky thuat dien tu - vien thong', 'dien tu vien thong', 'quan tri kinh doanh', 'chuyen nganh', 'ke toan', 'cong nghe thong tin', 'chuyen nganh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'cong nghe thong tin', 'ke toan', 'ky thuat dien tu truyen thong', 'ke toan', 'cong nghe thong tin', 'chuyen nganh']"
dai hoc luat ha noi,"['luat hoc', 'luat hoc', 'luat', 'luat dan su va to tung dan su', 'luat', 'luat hoc', 'luat', 'luat tong hop', 'luat hoc', 'luat hoc', 'luat hoc', 'luat hoc', 'nganh luat hoc', 'tong hop', 'luat', 'luat hoc', 'luat quoc te', 'kinh te - quoc te', 'luat hoc', 'luat kinh te', 'luat', 'nganh luat', 'nganh luat', 'luat kinh te', 'luat kinh te', 'luat', 'luat hoc', 'chuyen nganh', 'luat hoc', 'luat', 'chuyen nganh', 'luat hoc']"
hoc vien cong giao viet nam,[]
thanh kinh than hoc ha noi,[]
vien thanh kinh than hoc,[]
hoc vien ngan hang,"['tai chinh - ngan hang', 'tai chinh - ngan hang', 'cu nhan kinh te', 'tai chinh ngan hang', 'kinh doanh quoc te', 'tai chinh - ngan hang', 'chuyen nganh: tai chinh - ngan hang', 'ke toan doanh nghiep', 'tai chinh - ngan hang', 'ke toan doanh nghiep', 'ke toan doanh nghiep', 'ke toan doanh nghiep', 'quan tri marketing', 'tai chinh ngan hang', 'he thong thong tin quan ly', 'kinh te', 'tai chinh ngan hang', 'he thong thong tin quan ly', 'tieng anh tai chinh', 'tai chinh ngan hang', 'tai chinh ngan hang', 'quan tri kinh doanh', 'tai chinh ngan hang', 'tai chinh doanh nghiep', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'tai chinh ngan hang', 'quan tri kinh doanh', 'tieng anh tai chinh ngan hang', 'ke toan kiem toan', 'tai chinh', 'kinh doanh quoc te', 'tai chinh ngan hang', 'tai chinh - ngan hang', 'tai chinh- ngan hang', 'quan tri doanh nghiep', 'quan tri tai chinh', 'chuyen nganh', 'ke toan doanh nghiep', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'tai chinh - tin dung', 'chuyen nganh', 'chuyen nganh ngan hang thuong mai', 'chuyen nganh', 'tai chinh ngan hang']"
dai hoc ngan hang hcm,"['anh van b', 'ngon ngu anh', 'tai chinh', 'khoi nganh kinh te kinh doanh', 'marketing', 'tai chinh', 'thuong mai dien tu', 'tai chinh -ngan hang', 'tai chinh - ngan hang', 'ngan hang quoc te', 'ke toan', 'ke toan - kiem toan', 'tai chinh ngan hang', 'tai chinh- ngan hang', 'tai chinh ngan hang', 'cu nhan tai chinh - ngan hang', 'tai chinh ngan hang', 'tai chinh ngan hang', 'e-commerce', 'marketing', 'ke toan kiem toan', 'ke toan - kiem toan', 'tai chinh - ngan hang', 'tai chinh ngan hang', 'tai chinh ngan hang', 'quan tri kinh doanh', 'ke toan-kiem toan', 'tieng anh thuong mai', 'ke toan kiem toan', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'kinh te quoc te', 'tai chinh ngan hang', 'ke toan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'tai chinh ngan hang', 'chuyen nganh', 'tai chinh - ngan hang', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'tai chinh - tin dung']"
dai hoc dau khi viet nam,[]
dai hoc cong nghiep det may ha noi,['cong nghe may']
hoc vien toa an,['lai xe']
dai hoc cong doan,"['xa hoi hoc', 'ke toan', 'quan tri nhan luc', 'bao ho lao dong', 'quan tri kinh doanh', 'cu nhan ke toan', 'ke toan', 'ke toan doanh nghiep', 'quan tri kinh doanh', 'tai chinh ngan hang', 'xa hoi hoc', 'ly luan chinh tri nghiep vu cong doan', 'chung chi tin hoc ung dung b', 'quan tri kinh doanh', 'quan tri nhan luc', 'tai chinh ngan hang', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'thac si quan tri nguon nhan luc', 'quan tri kinh doanh', 'thac si quan tri nguon nhan luc', 'quan tri kinh doanh', 'thac si quan tri nguon nhan luc', 'an toan lao dong', 'quan tri kinh doanh', 'luat', 'cong tac xa hoi', 'ke toan', 'quan tri kinh doanh', 'quan tri nhan luc', 'quan tri nhan luc', 'ke toan', 'luat', 'nganh quan tri nhan luc', 'ke toan', 'tai chinh - ngan hang', 'quan tri nhan luc', 'quan tri nhan luc', 'chuyen nganh']"
dai hoc ton duc thang,"['kinh doanh quoc te, aptech it', 'quan li the thao', 'cong nghe sinh hoc', 'tai chinh - ngan hang', 'khoa hoc may tinh', 'quan tri kinh doanh', 'ky thuat hoa hoc', 'qtkd', 'tai chinh tin dung', 'tai chinh', 'quan tri tai chinh doanh nghiep', 'khoa hoc may tinh', 'ngon ngu trung quoc', 'viet nam hoc chuyen nganh huong dan du lich', 'pharmacy', 'viet nam hoc', 'khoa hoc moi truong', 'kiem toan - ke toan', 'quan tri kinh doanh quoc te', 'xa hoi hoc', 'bao ho lao dong', 'bao ho lao dong', 'ke toan - kiem toan', 'dien tu- vien thong', 'dien tu vien thong', 'ke toan - kiem toan', 'cong nghe hoa', 'kinh doanh quoc te', 'tai chinh - tin dung', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'ngon ngu trung quoc', 'ke toan quan tri', 'khoa hoc moi truong', 'quan tri kinh doanh quoc te', 'thiet ke noi that', 'tao dang cong nghiep', 'thiet ke do hoa', 'tieng anh thuong mai', 'tieng anh thuong mai', 'ke toan-kiem toan', 'cong nghe sinh hoc', 'cong nghe sinh hoc', 'quan he lao dong', 'chuyen nganh quan tri nha hang - khach san', 'tieng anh thuong mai', 'tai chinh ngan hang', 'quan tri kinh doanh nha hang khach san', 'tai chinh - ngan hang', 'ke toan kiem toan', 'du lich', 'ngon ngu anh', 'marketing', 'tai chinh - ngan hang', 'cong nghe hoa hoc', 'quan tri nha hang-khach san', 'kinh doanh quoc te', 'thiet ke do hoa', 'tai chinh-ngan hang', 'ke toan', 'quan tri kinh doanh quoc te', 'ke toan - kiem toan', 'ke toan - kiem toan', 'ke toan', 'ngon ngu anh', 'ngon ngu trung quoc', 'quan tri kinh doanh', 'ke toan kiem toan', 'tai chinh ngan hang', 'ngon ngu anh', 'nha hang- khach san', 'tai chinh ngan hang', 'tieng trung', 'quan tri tai chinh', 'quang tri kinh doanh', 'quan tri kinh doanh - kinh doanh quoc te', 'chuyen nganh tieng trung', 'cntt', 'automation engineer', 'tai chinh tin dung', 'ke toan', 'khoa hoc may tinh', 'cong nghe sinh hoc', 'ky thuat dien - dien tu', 'tieng anh', 'tai chinh - ngan hang', 'ki thuat hoa hoc', 'du lich', 'cu nhan anh van', 'dien tu vien thong', 'ngon ngu anh', 'ngon ngu anh chuyen nganh su pham', 'xay dung dan dung va cong nghiep', 'tai chinh ke toan', 'ngon ngu anh', 'cap thoat nuoc', 'cong nghe thong tin', 'khoa hoc moi truong', 'cong nghe sinh hoc', 'quan he lao dong', 'ke toan', 'ke toan', 'thuong mai tieng trung', 'ke toan tai chinh', 'chuyen nganh', 'ke toan - kiem toan', 'ke toan', 'cong nghe thong tin', 'tour ism& tour guide,', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh du lich va lu hanh', 'bao ho lao dong', 'chuyen nganh', 'song ngu trung -anh', 'quan tri dich vu du lich va lu hanh', 'chuyen nganh', 'qtkd', 'ke toan doanh nghiep', 'ke toan', 'ky thuat lap trinh', 'moi truong', 'chuyen nganh ke toan', 'quan tri kinh doanh', 'tai chinh ngan hang', 'cong nghe sinh hoc', 'quan tri kinh doanh quoc te', 'quan he lao dong', 'du lich', 'cntt', 'quan tri kinh doanh quoc te', 'quan tri kinh doanh', 'ke toan', 'chuyen nganh']"
hoc vien thanh thieu nien viet nam,"['cong tac xa hoi', 'xay dung dang va chinh quyen nha nuoc', 'cong tac thanh nien - thieu nhi', 'xay dung dang va chinh quyen nha nuoc']"
hoc vien phu nu viet nam,"['marketing va thuong mai dien tu', 'cong tac xa hoi', 'cong tac xa hoi']"
hoc vien dan toc,[]
hoc vien khoa hoc cong nghe,[]
dai hoc khoa hoc cong nghe ha noi,"['cong nghe thong tin', 'khoa hoc vat lieu tien tien va cong nghe nano (day bang tieng anh)', 'chuyen nganh']"
hoc vien khoa hoc xa hoi,[]
dai hoc kiem sat ha noi,[]
dai hoc thu do ha noi,"['chuyen nganh: su pham lich su', 'trung cap mam non', 'tieng anh thuong mai', 'su pham ngu van', 'he dh ngon ngu trung quoc', 'giao duc tieu hoc', 'su pham tieu hoc']"
hoc vien can bo hcm,"['cong tac xa hoi', 'quan lin', 'cong tac xa hoi', 'quan li nha nuoc', 'cong tac xa hoi-ctxh']"
dai hoc sai gon,"['quan tri kinh doanh', 'quan tri kinh doanh', 'su pham', 'quan tri kinh doanh', 'ky thuat dien dien tu', 'quan tri kinh doanh', 'quan tri van phong', 'cong nghe thong tin', 'ke toan', 'luat thuong mai quoc te', 'tieng anh', 'tai chinh ngan hang', 'su pham toan', 'quan tri van phong', 'tai chinh ngan hang', 'ke toan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'quan tri van phong', 'quan tri van phong', 'tieng anh', 'tai chinh ngan hang', 'dien tu - vien thong', 'luat thuong mai quoc te', 'su pham mam non', 'ke toan', 'thu ky van phong', 'su pham', 'su pham vat ly', 'ke toan', 'dien tu - truyen thong', 'tai chinh - ke toan', 'ngon ngu anh', 'tai chinh ngan hang', 'su pham tieng anh', 'khoa hoc moi truong', 'khoa hoc moi truong', 'ke toan', 'ke toan doanh nghiep', 'ke toan', 'ngon ngu anh( thuong mai-du lich)', 'cong nghe thong tin', 'cong nghe ki thuat moi truong', 'cong nghe thong tin', 'ke toan', 'giao duc tieu hoc', 'van thu- luu tru', 'ke toan doanh nghiep', 'tai chinh-ngan hang', 'co nuoi day tre mam non', 'quan tri kinh doanh', 'giao duc mam non', 'luat thuong mai quoc te', 'ke toan', 'ngon ngu anh', 'quan tri kinh doanh', 'trung cap su pham mam non', 'ky su mang', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'thu ky van phong', 'giao duc tieu hoc', 'su pham lich su', 'su pham giao duc chinh tri', 'ke toan', 'giao duc mam non', 'maketing online', 'su pham tieng anh', 'chuyen nganh', 'khoa hoc moi truong', 'chuyen nganh', 'su pham tieng anh', 'van hoa du lich', 'chuyen nganh', 'su pham ngu van thcs', 'ke toan', 'quan tri kinh doanh', 'cntt', 'ke toan doanh nghiep', 'su pham tieng anh', 'chuyen nganh quan tri kinh doanh', 'chuyen nganh', 'ky thuat hinh su', 'ke toan', 'ngan hang', 'cntt']"
dai hoc y khoa pham ngoc thach,"['bac si da khoa', 'bac si da khoa', 'dieu duong', 'bac si da khoa', 'chuyen nganh', 'chuyen nganh', 'dieu duong']"
dai hoc hai phong,"['ke toan kiem toan', 'quan tri doanh nghiep', 'ke toan', 'giao duc tieu hoc', 'tai chinh doanh nghiep', 'ke toan doanh nghiep', 'quan tri tai chinh ke toan', 'kinh te ngoai thuong', 'nganh cong tac xa hoi']"
dai hoc ky thuat cong nghe can tho,"['cong nghe thuc pham', 'dien - dien tu', 'cong nghe thuc pham', 'xuat nhap khau', 'cong nghe thuc pham', 'quan tri kinh doanh', 'cntt', 'cong nghe thong tin', 'tieng anh thuong mai', 'tieng anh']"
dai hoc bac lieu,"['ke toan', 'ke toan', 'cong nghe thong tin', 'ke toan', 'cao dang mam non']"
