school,specialization
cao dang ky thuatwj cong nghe van xuan,['quan tru kinh doanh']
cao dang long xuyen,['sua xe']
cao dang luong thuc thuc pham,"['quan tri kinh doanh', 'chuyen nganh ke toan']"
cao dang luong thuc thuc pham da nang,"['cong nghe thuc pham', 'cong nghe sinh hoc']"
cao dang ly tu trong,['quan tri mang']
cao dang mam non,['giao duc mam non']
cao dang mam non trung uong,['su pham mam non']
cao dang mau giao trung uong,['mam non']
cao dang mau giao trung uong 3,['giao duc mam non']
cao dang mien nam,"['qtkd', 'duoc sy', 'duoc', 'duoc si']"
cao dang mo huu nghi viet xo,['trung cap khai thac mo']
cao dang my thuat trang tri dong nai,"['thiet ke do hoa', 'thiet ke thoi trang']"
cao dang nge thanh hoa,['co dienthe']
cao dang nghe,"['tu dong hoa', 'oto xe mau', 'ke toan']"
cao dang nghe ag,"['ke toan doanh nghiep', 'chuyen nganh']"
cao dang nghe an giang,"['xay dung dan dung', 'lap trinh may tinh', 'chuyen nganh']"
cao dang nghe bac ninh,"['cat got kim loai', 'cat got kim loai']"
cao dang nghe bach khoa,['cong nghe thong tin']
cao dang nghe bach khoa ha noi,"['quan tri mang', 'cong nghe thong tin', 'dien tu vien thong', 'dien cong nghiep']"
cao dang nghe bach nghe hai phong,['dieu khien tau bien']
cao dang nghe binh thuan,['ke toan doanh nghiep']
cao dang nghe brvt,['dien cong nghiep']
cao dang nghe can tho,['cong nghe oto']
cao dang nghe cntt ispace,"['an ninh mang', 'an ninh mang', 'thiet ke do hoa']"
cao dang nghe co dien,['dien cong nghiep']
cao dang nghe co dien cn ha noi,['nghanh cong nghe thong tin']
cao dang nghe co dien cong nghe thuc pham,['ki thuat dien lanh']
cao dang nghe co dien ha noi,"['ke toan', 'thuy loi', 'ke toan']"
cao dang nghe co dien luyen kim thai nguyen,['co khi']
cao dang nghe co dien phu tho,['ke toan doanh nghiep']
cao dang nghe co dien xay dung bac ninh,['cong nghe thon tin']
cao dang nghe co khi nong nghiep,"['cntt', 'co khi che tao', 'dien cong nghiep']"
cao dang nghe co khi nong nghiep 1 trung uong,['dien']
cao dang nghe cong nghe,['dien cong nghiep']
cao dang nghe cong nghe cao dong an,['quan tri mang may tinh']
cao dang nghe cong nghe cao ha noi,"['dien - dien tu', 'dien - dien tu', 'thiet ke do hoa', 'dien - dien tu']"
cao dang nghe cong nghe ky thuat ladec,['quan tri kinh doanh']
cao dang nghe cong nghiep ha noi,"['cong nghe thong tin', 'ke toan doanh nghiep', 'dien cong nghiep va dan dung', 'ke toan doanh nghiep', 'ke toan', 'dien tu dien lanh', 'dien cong nghiep', 'sua chua khai thac thiet bi co khi']"
cao dang nghe cong nghiep ha noi industrial vocational college hanoi,['ke toan']
cao dang nghe da lat,"['co khi dong luc', 'quan tri nha hang khach san', 'quan tri le tan nha hang khach san', 'cong nghe oto', 'ke toan doanh nghiep']"
cao dang nghe da nang,"['quan tri mang', 'huong dan vien du lich', 'co khi dong luc', 'co khi dong luc']"
cao dang nghe dong khoi,"['cong nghe oto', 'cong nghe oto', 'dien cong nghiep']"
cao dang nghe dong nai,"['hoa hoc', 'quan tri mang', 'dien lanh', 'co khi han', 'dien cong nghiep', 'lap trinh may tinh', 'co khi che tao', 'industrial power engineering']"
cao dang nghe dong thap,['quan tri co so du lieu']
cao dang nghe du lich da nang,['quan tri nha hang']
cao dang nghe du lich dich vu hai phong,['huong dan du lich quoc te']
cao dang nghe du lich sai gon,"['quan tri lu hanh', 'quan tri du lich khach san', 'quan tri nha hang & khach san', 'quan tri nha hang- khach san', 'quan tri nha hang khach san', 'quan ly nha hang khach san', 'huong dan vien', 'quan tri nha hang khach san', 'quan tri khach san', 'chuyen nganh : quan tri khach san nha hang', 'quan tri nha hang khach san']"
cao dang nghe du lich sai gon hcm,['quan tri nha hang khach san']
cao dang nghe du lich vung tau,"['bep', 'quan tru khach san', 'chuyen nganh']"
cao dang nghe duyen hai,['chuyen nganh']
cao dang nghe giao thong van tai duong thuy 1,['dien cong nghiep']
cao dang nghe giao thong van tai trung uong 3,"['quan tri doanh nghiep', 'ky thuat may lanh va dieu hoa khong khi']"
cao dang nghe giao thong van tai tw 3,"['xay dung cau duong bo', 'dien cong nghiep va dan dung', 'dien cong nghiep va dan dung']"
cao dang nghe giao thong van tai tw2,"['nge', 'nghe']"
cao dang nghe h13 bo quoc phong,['lai xe']
cao dang nghe ha nam,['quan tri mang']
cao dang nghe hang hai hcm,['sua chua may tau thuy']
cao dang nghe hcm,"['quan tri doanh doanh nghiep vua va nho', 'dien lanh', 'quan tri mang', 'co khi che tao', 'quan tri mang', 'cong nghe thuc pham', 'chuyen nganh', 'cong nghe ky thuat dien, dien tu']"
cao dang nghe hoa sen,"['ky thuat xay dung', 'ky thuat xay dung']"
cao dang nghe ki thuat cong nghe dung quat,['co khi che tao chuyen nghanh han']
cao dang nghe ki thuat cong nghe hcm,['cong nghe thong tin']
cao dang nghe kien giang,['dien cong nghiep']
cao dang nghe kinh te ky thuat so 1,['co khi dong luc']
cao dang nghe ktcn viet nam han quoc,['cntt']
cao dang nghe ky thuat cong nghe,['tien']
cao dang nghe ky thuat cong nghe hcm,"['ke toan doanh nghiep', 'dien cong nghiep', 'may cong nghiep', 'may cobg nghe', 'dien tu cong nghiep', 'cong nghe oto', 'cong nghe o to', 'cong nghe o to', 'ke toan doanh nghiep']"
cao dang nghe ky thuat ladec,['quan tri mang']
cao dang nghe ky thuat viet duc,['ky thuat may lanh va dieu hoa khong khi']
cao dang nghe ladec,"['ke toan doanh nghiep', 'quan tri kinh doanh', 'ke toan doanh nghiep']"
cao dang nghe ladec thu duc,['chuyen nganh']
cao dang nghe lilama 2,['han cong nghe']
cao dang nghe lilama1,['han']
cao dang nghe lilama2,"['han', 'che tao thiet bi co khi']"
cao dang nghe lod,['lai xe hang b2']
cao dang nghe long bien,"['ke toan', 'ke toan doanh nghiep']"
cao dang nghe mo hong cam,['dien cong nghiep']
cao dang nghe mo hong cam tkv,['sua chua co dien mo']
cao dang nghe mo huu nghi tkv,['trung cap nghe than khoang san viet nam']
cao dang nghe nguyen truong to,['ke toan']
cao dang nghe nguyen van troi,['ke toan doanh nghiep']
cao dang nghe nha trang,['may va thiet ke thoi trang']
cao dang nghe nong nghiep phat trien nong thon phu tho,['dien tu - dien lanh']
cao dang nghe phu chau,['he thong dien']
cao dang nghe quang nam,['dien dan dung']
cao dang nghe quoc te lilama2,"['dien, dien dieu khien trong cong nghiep']"
cao dang nghe quy nhon binh dinh,['co khi che tao may']
cao dang nghe saigon,['ke toan tai chinh doanh nghiep']
cao dang nghe so 1 bo quoc phong,['dien cn']
cao dang nghe so 19,['dien lanh']
cao dang nghe so 2 bo quoc phong,['cong nghe oto va lai xe b2']
cao dang nghe so 20,['cong nghe oto']
cao dang nghe so 3 bo quoc phong,['han']
cao dang nghe so 3 bo quoc phong nam dinh,['lai xe b2']
cao dang nghe so 4 bo quoc phong,"['ky thuat may lanh va dieu hoa khong khi', 'cntt']"
cao dang nghe so 5 bo quoc phong,"['trung cap nghe dien tu vien thong', 'cong nghe oto']"
cao dang nghe so 7,"['lap trinh may tinh', 'cong nghe o to', 'cong nghe o to', 'cong nghe o to', 'co khi']"
cao dang nghe so 7 bo quoc phong,['sua chua bao duong oto']
cao dang nghe so 7 btl qk7,['computer programming']
cao dang nghe so 8,"['ke toan', 'ke toan doanh nghiep', 'chuyen nganh duoc si', 'ke toan doanh nghiep', 'co khi', 'cong nghe thong tin', 'cong nghe thong tin', 'dien tu cong nghiep']"
cao dang nghe so' 22 bo quoc phong,['chuyen nganh']
cao dang nghe soc trang,"['dien cong nghiep', 'co dien lanh']"
cao dang nghe soc trang svc edu vn,"[""antropologia, ang., photo's""]"
cao dang nghe soc trang truong cao dang nghe so 9,"['dien cong nghiep, bang lai hang c']"
cao dang nghe song da,['ke toan doanh nghiep']
cao dang nghe tay ninh,['dien cong nghiep']
cao dang nghe thsn khoang san,['khoa ham lo']
cao dang nghe thu duc,"['thiet ke do hoa', 'dien tu']"
cao dang nghe thuat ha noi,"['piano', 'piano', 'chuyen nganh thiet ke thoi trang', 'quan ly van hoa']"
cao dang nghe thuong mai cong nghiep,['dien cong nghiep']
cao dang nghe thuy loi hung yen,['nghe hantotn']
cao dang nghe van lang,['ky thuat che bien mon an']
cao dang nghe van lang ha noi,['sua chua va lap rap may tinh']
cao dang nghe viet duc ha tinh,['dien dan dung.']
cao dang nghe viet duckha,['dien tu cong nghiep']
cao dang nghe viet my,['quan tri khach san']
cao dang nghe viet my vatc,['quan tri doanh nghiep vua va nho']
cao dang nghe viet nam singapore,"['dien tu', 'dien tu cong nghiep']"
cao dang nghe viet so,['van hanh may xuc']
cao dang nghe viet uc,"['quan tri lu hanh', 'chung chi nghiep vu bartender']"
cao dang nghe viet xo,['van hanh may thi cong nen']
cao dang nghe vinh long,['ky thuat may tinh']
cao dang nghe vn singapore,['dien']
cao dang nghen ptnt bac bo,['chuyen nganh: thu y']
cao dang ngoai ngu cong nghe,['ngon ngu anh']
cao dang ngoai ngu cong nghe viet nhat,['tieng nhat']
cao dang nguyen tat thanh,"['thu ky van phong', 'ke toan tin hoc']"
cao dang nguyen truong to,['cong nghe thong tin']
cao dang nguyen van troi,['du lich - khach san']
cao dang nong lam dong nam bo,['dien cong nghiep']
cao dang nong nghiep ha noi,['quan tri kinh doanh']
cao dang nong nghiep nam bo,['ke toan doanh nghiep']
cao dang nong nghiep phat trien nong thon,['quan tri kinh doanh']
cao dang phat thanh truyen hinh,"['phong vien bien tap vien', 'ke toan', 'ke toan']"
cao dang phat thanh truyen hinh 1,['ke toan']
cao dang phat thanh truyen hinh 2,"['bao chi', 'bao chi', 'bao chi', 'bao chi truyen thong']"
cao dang phat thanh truyen hinh i,"['ky thuat dien tu vien thong', 'bao chi']"
cao dang phu lam,['co dien tu']
cao dang phuong dong,['tai chinh ngan hang']
cao dang quan tri doanh nghiep,['khai thac buu chinh vien thong']
cao dang quan tri nha hang khach san viet uc,['quan li nha hang']
cao dang quan y 1,['duoc']
cao dang quoc te hcm,"['cong nghe thuc pham', 'ke toan doanh nghiep', 'chuyen nganh', 'ki thuat duoc']"
cao dang quoc te kent,"['thiet ke do hoa', 'ky nang thuyet trinh']"
cao dang quoc te lilama 2,['nghe han']
cao dang son la,"['tai xe', 'lai xe tai']"
cao dang sonadezi,['ke toan']
cao dang ssnd 2,['hang c']
cao dang su pham,"['anh van', 'mam non', 'giao vien mam non']"
cao dang su pham bac kan,['su pham tieu hoc']
cao dang su pham bac ninh,"['toan hoc', 'chuyen nganh']"
cao dang su pham ben tre,['su pham my thuat']
cao dang su pham ca mau,['chuyen nganh']
cao dang su pham da lat,"['english', 'chuyen nganh']"
cao dang su pham dak lak,['su pham ngu van']
cao dang su pham dong nai,['anh van thuong mai.']
cao dang su pham ha nam,['giao duc the chat']
cao dang su pham ha noi,"['giao duc tieu hoc', 'viet nam hoc', 'tieng anh thuong mai - du lich', 'su pham hoa hoc', 'su pham tieu hoc', 'su pham toan', 'giao duc tieu hoc', 'su pham dia - giao duc cong dan']"
cao dang su pham ha tay,"['su pham mam non', 'tieu hoc', 'su pham tieng anh']"
cao dang su pham hai duong,"['su pham tieu hoc', 'toan - tin']"
cao dang su pham hue,"['tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'tin hoc ngoai ngu', 'ke toan doanh nghiep', 'thiet ke thoi trang']"
cao dang su pham hung yen,['hoa sinh']
cao dang su pham kien giang,['toan tin']
cao dang su pham kieng giang,['giao duc the chat']
cao dang su pham kon tum,['su pham tieng anh']
cao dang su pham ky thuat,['det may']
cao dang su pham lang son,"['tieu hoc', 'su pham tieu hoc']"
cao dang su pham lao cai,['giao duc tieu hovj']
cao dang su pham long an,['suu pham lich su']
cao dang su pham nam dinh,['su pham ngu van']
cao dang su pham nha trang,['cong nghe thong tin']
cao dang su pham ninh thuan,"['tin hoc ung dung', 'su pham tieu hoc']"
cao dang su pham quang ninh,['van su']
cao dang su pham soc trang,"['su pham', 'su pham']"
cao dang su pham tay ninh,"['tieng anh', 'quan tri van phong']"
cao dang su pham thai binh,['khoa sinh hoc']
cao dang su pham the duc the thao ha noi,['gdtc']
cao dang su pham thua thien hue,"['tieng nhat', 'su pham my thuat']"
cao dang su pham trung uong,"['giao duc mam non', 'giao duc mam non', 'mam non', 'giao duc mam non', 'thu ki vp', 'su pham giao duc mam non']"
cao dang su pham trung uong hcm,"['giao vien mam non', 'giao duc mam non', 'cap duong', 'chuyen nganh my thuat', 'su pham tieng anh']"
cao dang su pham trung uong nha trang,['giao duc mam non']
cao dang su pham tuyen quang,['su pham']
cao dang su pham tw,['mam non']
cao dang su pham vinh phuc,['giao duc tieu hoc']
cao dang tai chinh hai quan,"['kinh doanh quoc te', 'quan tri nha hang khach san', 'ke toan nha nuoc', 'ke toan', 'nganh thue- hai quan', 'ke toan doanh nghiep', 'quan tri kinh doanh tong hop', 'quan tri kinh doanh', 'ke toan', 'quan tri marketing', 'ke toan doanh nghiep', 'tai chinh ngan hang', 'kinh doanh xuat nhap khau', 'tai chinh ngan hang', 'quan tri marketing', 'kinh doanh xuat nhap khau', 'quan tri kinh doanh', 'quan tri marketing', 'chuyen nganh: ke toan doanh nghiep', 'tai chinh', 'ke toan tai chinh doanh nghiep', 'tai chinh - ke toan', 'thue hai quan', 'thpt', 'kinh doanh ngan hang', 'kinh doanh xuat nhap khau', 'chuyen nganh', 'chuyen nganh']"
cao dang tai chinh hai quan hcm,['quan tri kinh doanh tong hop']
cao dang tai chinh quan tri kinh doanh,"['ke toan', 'tai chinh ngan hang', 'tai chinh - ngan hang']"
cao dang tai nguyen moi truong,['ke toan']
cao dang tai nguyen moi truong hcm,['quan ly dat dai']
cao dang tay ninh,['su pham ngu van']
cao dang tc quan tri kinh doanh,['ke toan']
cao dang thoi trang london,['thiet ke va cong nghe tao mau']
cao dang thong ke,"['ke toan', 'ke toan', 'ke toan']"
cao dang thuc hanh fpt,"['ke toan doanh nghiep', 'nghanh marketing and sales', 'marketting']"
cao dang thuc hanh fpt polytechnic,"['lap trinh', 'ung dung phan mem', 'cu nhan', 'ung dung phan mem', 'ung dung phan mem']"
cao dang thuc hanh fpt polytechnic da nang,['quan tri nhan su']
cao dang thuc hanh fpt polytechnich,['cntt']
cao dang thuong mai,"['logistics', 'ke toan doanh nghiep', 'ke toan thuong mai va dich vu', 'quan tri kinh doanh']"
cao dang thuong mai da nang,"['marketing thuong mai', 'quan tri kinh doanh']"
cao dang thuong mai du lich,"['quan tri khach san nha hang', 'ke toan doanh nghiep', 'quan tri khach san', 'ke toan', 'che bien', 'ke toan', 'che bien san pham an uong', 'ke toan']"
cao dang thuong mai du lich ha noi,"['quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'quan tri kinh doanh', 'che bien an uong', 'ke toan', 'ke toan', 'ke toan', 'quan tri kinh doanh', 'quan tri nha hanh']"
cao dang thuong mai du lich ha noi da tung hoc khoa ktoans thuc te chuyen sau,['ke toan tong hop']
cao dang thuong mai du lich ha noi hcct,['ngoai ngu']
cao dang thuong mai du lich tw4,['ke toan doanh nghiep']
cao dang thuong mai vag du lich ha noi,['quan tri kinh doanh']
cao dang thuy loi bac bo,['chuyen nganh']
cao dang thuy san,"['nuoi trong thuy san', 'ke toan']"
cao dang tm du lich,['ke toan tong hop']
cao dang truyen hinh,"['bao truyen hinh', 'bao chi truyen hinh', 'bao chi truyen hinh']"
cao dang van hoa,['kinh doanh xuat ban pham']
cao dang van hoa nghe thuat,['ngoai ngu']
cao dang van hoa nghe thuat du lich nha trang,['su pham mi thuat']
cao dang van hoa nghe thuat du lich sai gon,"['quan tri dich vu du lich va lu hanh', 'thu ky van phong', 'quan tri kinh doanh', 'lu hanh', 'dien vien', 'dien vien', 'quan tri nha hang khach san', 'quan tri nha hang- khach san', 'tai chinh ngan hang', 'thu ky van phong', 'quan tri du lich', 'ngon ngu anh (bien - phien dich)', 'quan tri nha hang khach san', 'viet nam hoc', 'ke toan', 'bien phien dich', 'quan tri dich vu du lich va lu hanh', 'thu ky van phong', 'thu ky van phong']"
cao dang van hoa nghe thuat du lich sai gon act,['thu ki van phong']
cao dang van hoa nghe thuat du lich sau gon,['quan tri kinh doanh']
cao dang van hoa nghe thuat du lich sg,['nha hang khach san']
cao dang van hoa nghe thuat du lich yen bai,['mua hien dai']
cao dang van hoa nghe thuat hcm,"['du lich', 'thiet ke thoi trang', 'thanh nhac', 'su pham my thuat']"
cao dang van hoa nghe thuat hcm cvn,['thanh nhac']
cao dang van lang,['bep']
cao dang van xuan,['ke toan']
cao dang vhnt dl nha trang,['thanh nhac']
cao dang vhnt dl sai gon,"['quan tri khach san/ nha hang', 'nha hang khach san']"
cao dang vien dong,"['dieu duong', 'dieu duong', 'tieng anh thuong mai', 'nganh quan tri kinh doanh, chuyen quan he cong chung', 'tin hoc ung dung', 'quan tri tong hop', 'co khi', 'quan tri kinh doanh', 'quan tri kinh doanh', 'chuyen nganh', 'khoa quan tri van phong']"
cao dang viet mi,['quan tri doanh nghiep vua va nho']
cao dang viet my,"['quan tri khach san', 'quan tri khach san', 'ke toan doanh nghiep', 'tieng anh', 'quan tri khach san', 'quan tri kinh doanh', 'bien phien dich']"
cao dang viet my broward college,['quan tri nha hang - khach san']
cao dang viet my vatc,['bien phien dich tieng anh thuong mai']
cao dang vinh phuc,['chuyen nganh tieu hoc']
cao dang xay dung,"['xay dun dan dung va coonv nghiep', 'xay dung', 'chuyen nganh xay dung dan dung', 'xay dung dan dung va cong nghiep']"
cao dang xay dung 1,['xay dung dan dung va cong nghiep']
cao dang xay dung 2,['cong nghe ky thuat xay dung dan dung va cong nghiep']
cao dang xay dung cong trinh do thi,"['cap thoat nuoc', 'xay dung dan dung va cong nghiep', 'ky thuat xay dung']"
cao dang xay dung nam dinh,"['xay dung dan dung', 'ke toan - kiem toan']"
cao dang xay dung so 1,"['xay dung dan dung va cong nghiep', 'xay dung dan dung va cong nghiep', 'trung cap ke toan', 'xddd&cn']"
cao dang xay dung so 1 ha noi,['kinh te xay dung']
cao dang xay dung so 2,"['ke toan', 'cong nghe ki thuat cong trinh giao thong', 'cap thoat nuoc', 'kinh te', 'cong nghe ky thuat cong trinh xay dung dan dung va cong nghiep', 'ke toan doanh nghiep', 'tai nguyen nuoc']"
cao dang xay dung so 3,['trung cap xay dung dan dung va cong nghiep']
cao dang xd so 2,"['co khi va xay dung', 'xay dung', 'xay dung dan dung va cong nghiep']"
cao dang xdct ha noidda,['ctn']
cao dang y,['y']
cao dang y ca mau,['ho sinh']
cao dang y doc pasteur,['duoc hoc']
cao dang y duoc hong duc,"['duoc si', 'chuyen nganh']"
cao dang y duoc hong ductoit ngieo cap 3,['dieu duong']
cao dang y duoc pasteur,"['dieu duong', 'xet nghiem y hoc', 'dieu duong']"
cao dang y ha dong,['dieu duong']
cao dang y te,['duoc']
cao dang y te bac lieu,"['duoc hoc', 'y si', 'y si']"
cao dang y te bach mai,"['dieu duong', 'vat ly tri lieu']"
cao dang y te binh dinh,['dieu duong']
cao dang y te binh duong,"['duoc', 'dieu duong da khoa']"
