raw,new,score
trung học phổ thông,trung hoc pho thong,84
đại học mở thành phố hồ chí minh,dai hoc mo   hcm,50
Trường Đại Học - Tài Chính Marketing,dai hoc   tai chinh marketing,58
Đại Học Công Nghiệp TPHCM,dai hoc cong nghiep hcm,50
Đại học Quốc gia Hà Nội ,dai hoc quoc gia ha noi,60
Trường Cao Đẳng Công Thương TP.HCM ,cao dang cong thuong  hcm,47
Đại học Sư phạm Hà Nội 2 ,dai hoc su pham ha noi 2,57
trường cao đẳng công nghiệp phúc yên · ,cao dang cong nghiep phuc yen  ,71
Trường THPT Năng khiếu Đại học Tân Tạo,thpt nang khieu dai hoc tan tao,49
Học Viện Kỹ Thuật Quân Sự (MTA) ,hoc vien ky thuat quan su ,48
Cao Đẳng Kinh Tế Kỹ Thuật Phú Lâm ,cao dang kinh te ky thuat phu lam,57
Cao Đẳng Kỹ Thuật Công Nghiệp ,cao dang ky thuat cong nghiep,60
trường đại học công nghiệp,dai hoc cong nghiep,62
Cao Đẳng Công Nghiệp Nam Định,cao dang cong nghiep nam dinh,66
Duy Tan University Đà Nẵng,duy tan university da nang,73
ĐH Công Nghiệp TPHCM, dai hoc  cong nghiep hcm,40
Posts and Telecommunications Institute of Technology,posts and telecommunications institute of technology,92
Cao đẳng Bán công Công nghệ và Quản trị doanh nghiệp,cao dang ban cong cong nghe quan tri doanh nghiep,71
Đại học sư phạm nghê thuật trung ương,dai hoc su pham nghe thuat trung uong,76
Trường cao đẳng Đồng khởi,cao dang dong khoi,60
đại học lao động xã hội,dai hoc lao dong xa hoi,70
Học viện Hành Chính Quốc Gia,hoc vien hanh chinh quoc gia,64
Học viện Hàng không Việt Nam - Vietnam Aviation Academy,hoc vien hang khong viet nam   vietnam aviation academy,76
 Trường Đại Học Sài Gòn - Sai Gon University,dai hoc sai gon   sai gon university,60
ĐH Hà Nội, dai hoc  ha noi,24
Trường Trung Cấp Đông Dương,trung cap dong duong,51
Foreign Trade University,foreign trade university,88
Trường Cao đẳng Cơ khí Luyện kim ,cao dang co khi luyen kim,59
Trường Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,58
Đại Học Tây Đô,dai hoc tay do,43
Đại học Xây dựng ,dai hoc xay dung,61
Đại học Sư phạm Đà Nẵng,dai hoc su pham da nang,67
Van Lang University,van lang university,84
đại học sao đỏ,dai hoc sao do,64
Đh Văn Lang, dai hoc  van lang,48
Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,dai hoc ngan hang   hcm,43
ĐH Bách Khoa, dai hoc  bach khoa,45
ĐH Tôn Đức Thắng, dai hoc  ton duc thang,41
ĐH Sư Phạm HN2, dai hoc  su pham ha noi2,31
Đại học Lương Thế vinh ,dai hoc luong the vinh,62
Đại học Lương Thế vinh ,dai hoc luong the vinh,62
hoa sen,hoa sen,100
HoChiMinh University Industry,hochiminh university industry,83
Đại học Công Đoàn,dai hoc cong doan,59
Đại học Công Đoàn,dai hoc cong doan,59
Đại học Công Đoàn,dai hoc cong doan,59
Trung tâm Hướng Nghiệp và Dạy Nghề EC Móng Cái - Quảng Ninh,trung tam huong nghiep day nghe ec mong cai   quang ninh,61
Đại học sư phạm Hà Nội,dai hoc su pham ha noi,59
ĐH Tôn Đức Thắng, dai hoc  ton duc thang,41
Đại học Ngoại ngữ - ĐHQGHN,dai hoc ngoai ngu    dai hoc  quoc gia ha noi,37
ĐH Thương Mại, dai hoc  thuong mai,36
Đại học Xây Dựng Hà Nội,dai hoc xay dung ha noi,52
trường đại học kinh doanh và công nghệ hà nội,dai hoc kinh doanh cong nghe ha noi,70
 trung cấp giao thông vận tải miền nam,trung cap giao thong van tai mien nam,85
Trường ĐH Công Nghiệp Thanh Phố HCM, dai hoc  cong nghiep   hcm,37
Trường DH Tài Chính Marketing, dai hoc  tai chinh marketing,59
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
Ton Duc Thang University ,ton duc thang university,82
DH Kinh Tế TPHCM, dai hoc  kinh te hcm,32
Trường Đại học Ngoại thương,dai hoc ngoai thuong,55
Đại Học Cửu Long ,dai hoc cuu long,55
Đại Học Mở TP.HCM,dai hoc mo  hcm,31
đại học kinh tế kỹ thuật công nghiệp,dai hoc kinh te ky thuat cong nghiep,78
Đại Học Quang Trung,dai hoc quang trung,68
dai hoc su pham tphcm,dai hoc su pham hcm,95
Đại học Thủ Dầu Một,dai hoc thu dau mot,60
HUTECH - Đại học Công nghệ Tp.HCM,hutech   dai hoc cong nghe  hcm,44
Viện đại học Mở Hà Nội,vien dai hoc mo ha noi,50
Principia college,principia college,94
THPT Long Chau Sa,thpt long chau sa,59
Đại học Xây dựng,dai hoc xay dung,62
THCS Trương Công Đinh,thcs truong cong dinh,52
ĐH BÁCH KHOA HN, dai hoc  bach khoa ha noi,14
Đại học công đoàn,dai hoc cong doan,65
Đại học Tài Chính Marketing,dai hoc tai chinh marketing,70
Đại học Cần Thơ,dai hoc can tho,53
trường đại học kinh tế và quản trị kinh doanh Thái Nguyên,dai hoc kinh te quan tri kinh doanh thai nguyen,71
Cao đẳng kinh tế thành phố Hồ Chí Minh,cao dang kinh te   hcm,53
Học viện Quản lý Giáo dục,hoc vien quan ly giao duc,64
Đại Học Hoa Sen,dai hoc hoa sen,60
Trung cấp nghề Thủ Đức,trung cap nghe thu duc,68
"đại học công nghệ thông tin, ĐH quốc gia tphcm",dai hoc cong nghe thong tin   dai hoc  quoc gia hcm,70
trường thcs_thpt trí đức,thcs thpt tri duc,63
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,67
dai hoc Cong Nghiep TPHCM,dai hoc cong nghiep hcm,75
Đại Học Thương Mại,dai hoc thuong mai,50
ĐH Tài Chính Marketing, dai hoc  tai chinh marketing,59
kinh tế luật,kinh te luat,83
Đại học Quốc tế miền đông,dai hoc quoc te mien dong,64
Đại học Điện Lực,dai hoc dien luc,56
đại học kinh tế kỹ thuật công nghiệp hà nội,dai hoc kinh te ky thuat cong nghiep ha noi,77
Đại học Sài Gòn,dai hoc sai gon,53
Trường Trung Cấp Kinh Tế Bình Dương,trung cap kinh te binh duong,54
Đại học Kinh Doanh và Công Nghệ HN,dai hoc kinh doanh cong nghe ha noi,58
đại học kinh tế quốc dân,dai hoc kinh te quoc dan,75
kế toán bác thành,ke toan bac thanh,76
Đại học quốc tế RMIT,dai hoc quoc te rmit,55
Đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Trung học phổ thông Nguyễn Hữu Thọ,trung hoc pho thong nguyen huu tho,71
da nghi hoc hoi cap 2,da nghi hoc hoi cap 2,100
Trung tâm tin học Đại Học Khoa Học Tự Nhiên,trung tam tin hoc dai hoc khoa hoc tu nhien,67
HCM University of foreign language and information technology,hcm university of foreign language and information technology,93
Dai hoc hung vuong ,dai hoc hung vuong,92
đại học Mỏ Địa chât,dai hoc mo dia chat,58
cao đẳng nghề kỹ thuật công nghệ tphcm,cao dang nghe ky thuat cong nghe hcm,78
cao đẳng y tế hà đông,cao dang y te ha dong,71
Trường Tc Quân Y I,tc quan y i,41
Đại học công nghệ Tphcm,dai hoc cong nghe hcm,73
đại học sư phạm huế,dai hoc su pham hue,68
ĐẠI HỌC MỎ ĐỊA CHẤT HÀ NỘI,dai hoc mo dia chat ha noi,20
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,67
hutech,hutech,100
TT Tin Học PT-khoa CNTT Trường ĐHQG Hà Nội,tt tin hoc pt khoa cntt truong  dai hoc  quoc gia  ha noi,38
ĐH KHXH & NV tpHCM, dai hoc   khoa hoc xa hoi    nhan van hcm,13
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
Trường Đại học Bách Khoa,dai hoc bach khoa,54
đại học Công nghiệp Tp. HCM,dai hoc cong nghiep   hcm,58
Học viện Ngân Hàng,hoc vien ngan hang,61
trung học kinh tế hà nội,trung hoc kinh te ha noi,83
dh lạc hồng, dai hoc  lac hong,62
Đại học Sư Phạm Hà Nội,dai hoc su pham ha noi,50
Cao Đẳng Thống kê Bắc Ninh,cao dang thong ke bac ninh,65
đại học công nghệ thành phố hồ chí minh,dai hoc cong nghe   hcm,58
Đại học Nguyễn Tất thành,dai hoc nguyen tat thanh,67
Đại Học Tài Chính Marketing,dai hoc tai chinh marketing,67
University of sunderland,university of sunderland,96
hutech,hutech,100
Đại Học KHTN TP.HCM,dai hoc khtn  hcm,28
Cao đẳng kỹ thuật Lý Tự Trọng,cao dang ky thuat ly tu trong,62
"Đại học Khoa học tự nhiên, Đại học Quốc gia Tp.  Hồ Chí Minh",dai hoc khoa hoc tu nhien  dai hoc quoc gia   hcm,62
Đại học kinh tế Tp.  Hcm,dai hoc kinh te   hcm,71
Đại học Cần Thơ,dai hoc can tho,53
Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,dai hoc kinh te ky thuat cong nghiep,58
Trường Đại Học Xây Dựng - nuce,dai hoc xay dung   nuce,53
Học Viện Ngân Hàng,hoc vien ngan hang,56
Đại học Công nghệ Giao thông vận tải,dai hoc cong nghe giao thong van tai,72
Trung Hoc Pho Thong Han Thuyen,trung hoc pho thong han thuyen,80
Đại học tài chính ngân hàng hà nội,dai hoc tai chinh ngan hang ha noi,74
Trường đại học Nông Lâm TP HCM,dai hoc nong lam  hcm,43
Đại Học Công Nghệ Thông Tin,dai hoc cong nghe thong tin,59
Ha Noi Open University,ha noi open university,82
Cao đẳng Công Nghệ & Quản Trị Sonadezi,cao dang cong nghe   quan tri sonadezi,66
trung cấp nghề bình dương,trung cap nghe binh duong,80
học viện nông nghiệp Việt Nam,hoc vien nong nghiep viet nam,76
Đại Học Công nghệ TPHCM - Hutech,dai hoc cong nghe hcm   hutech,58
University of Bradford,university of bradford,91
Hong Kong Institute of continuing higher education,hong kong institute of continuing higher education,94
University of Gloucestershire,university of gloucestershire,93
Đại học quốc gia thành phố HCM,dai hoc quoc gia   hcm,58
Thăng Long Aptech,thang long aptech,76
học viện ngân hàng,hoc vien ngan hang,78
cao đẳng kinh tế công nghệ tp.hcm,cao dang kinh te cong nghe  hcm,78
trung cấp thông tin truyền thông,trung cap thong tin truyen thong,88
đại học duy tân,dai hoc duy tan,73
Ho Chi Minh university of technology,hcm university of technology,81
thpt số 1 sơn tịnh tp quãng ngãi,thpt so 1 son tinh  quang ngai,85
Đại Học Lạc Hồng,dai hoc lac hong,50
đại học thương mại,dai hoc thuong mai,67
thpt  quỳnh lưu 3,thpt quynh luu 3,85
cao đẳng bách nghệ tây hà,cao dang bach nghe tay ha,76
phạm đình hổ,pham dinh ho,67
Đại Học Điện Lực,dai hoc dien luc,50
Đại học Sài Gòn,dai hoc sai gon,53
Đại học Hà Nội,dai hoc ha noi,50
trường quản lý Khách Sạn Việt Úc,quan ly khach san viet uc,56
Công Nghệ và Kinh Tế Công Nghiệp,cong nghe kinh te cong nghiep,59
cao đẳng dược trung ương hải dương,cao dang duoc trung uong hai duong,73
cao đẳng nghề công nghiệp hà nội,cao dang nghe cong nghiep ha noi,75
Finance - Marketing,finance   marketing,84
Niit Academy,n 2 t academy,64
TC dược HN,tc duoc ha noi,33
Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,58
Đại học Mỏ Địa Chất,dai hoc mo dia chat,65
Đại học Giao Thông Vận Tải,dai hoc giao thong van tai,62
arena multimedia,arena multimedia,100
Trường Đại Việt,dai viet,35
Trường Cao Đẳng Kỹ Thuật Cao Thắng,cao dang ky thuat cao thang,56
Đại học Kinh Tế Đà Nẵng,dai hoc kinh te da nang,57
đại học hoa sen,dai hoc hoa sen,80
dh lao động -xã hội, dai hoc  lao dong  xa hoi,62
cao đẳng bách khoa,cao dang bach khoa,83
Trường Trung Học Phổ Thông Số 2 Tuy Phước ,trung hoc pho thong so 2 tuy phuoc,55
Đại học Luật tp HCM,dai hoc luat  hcm,50
ĐẠI HỌC CÔNG NGHIỆP TP HCM,dai hoc cong nghiep  hcm,20
trung cấp quân y 2 (hệ quân sự),trung cap quan y 2 ,68
thực hiện nghĩa vụ quân sự,thuc hien nghia vu quan su,77
Đại Học Công Nghệ Sài Gòn ( STU) · ,dai hoc cong nghe sai gon ,46
cty cp xd tm hùng vĩ,cty cp xd tm hung vi,90
Đại học Công nghệ - Đại học Quốc Gia Hà Nội,dai hoc cong nghe   dai hoc quoc gia ha noi,60
Đại học Xã hội và nhân văn,dai hoc xa hoi nhan van,61
Đại học Công nghệ - Đại học Quốc Gia Hà Nội,dai hoc cong nghe   dai hoc quoc gia ha noi,60
Đại học Công nghệ - Đại học Quốc Gia Hà Nội,dai hoc cong nghe   dai hoc quoc gia ha noi,60
London School of Economics and Social Science,london school of economics and social science,89
đại học công nghiệp tp. hcm,dai hoc cong nghiep   hcm,73
trường trung học cơ sở mường bú,trung hoc co so muong bu,65
Cao đẳng sư phạm Vĩnh Phúc,cao dang su pham vinh phuc,65
Trường ĐH Thủ Dầu Một, dai hoc  thu dau mot,33
trường cao đẳng kinh tế- kỹ thuật thương mại,cao dang kinh te  ky thuat thuong mai,69
cao đẳng kinh tế tphcm,cao dang kinh te hcm,81
CĐ Công Nghiệp Huế, cao dang  cong nghiep hue,45
dai hoc cong nghiep tphcm,dai hoc cong nghiep hcm,96
THPT Trần Phú - Hoàn Kiếm ,thpt tran phu   hoan kiem,47
Cao Đẳng Điện Lực Miền Trung,cao dang dien luc mien trung,64
Đại Học Bạc Liêu,dai hoc bac lieu,50
College of Technologies and Economics in Trade (CTET) ,college of technologies and economics in trade ,85
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
Cao Đẳng Y Tế Hà Nội,cao dang y te ha noi,50
Nhạc Viện TPHCM,nhac vien hcm,43
Trường Đại học Nguyễn Tất Thành ,dai hoc nguyen tat thanh,54
Trung cấp Y tế Đặng Văn Ngữ,trung cap y te dang van ngu,63
Cao Đẳng Công Nghệ Thông Tin TP.HCM(ITC),cao dang cong nghe thong tin  hcm,52
DHSP Ha Noi 2, dai hoc su pham ha noi 2,37
Tôn Đức Thắng University,ton duc thang university,71
trung hoc pho thong,trung hoc pho thong,100
Trường Đại học Công nghiệp Quảng Ninh ,dai hoc cong nghiep quang ninh,62
Đại Học Mở TP Hồ Chí Minh,dai hoc mo  hcm,35
HUTECH - Trường Đại học Công nghệ TP.HCM,hutech   truong dai hoc cong nghe  hcm,46
Cao Đẳng Công Nghiệp Việt Đức Thái Nguyên ,cao dang cong nghiep viet duc thai nguyen,63
THPT Chu Van An ,thpt chu van an,52
DH ngan hang tphcm, dai hoc  ngan hang hcm,68
 Le Hong Phong High School,le hong phong high school,78
Đại học Lạc Hồng,dai hoc lac hong,56
Đại học Công nghệ Tp HCM,dai hoc cong nghe  hcm,57
Đại Học Phạm Văn Đồng,dai hoc pham van dong,52
Đại Học Dân Lập Phương Đông,dai hoc dan lap phuong dong,52
ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH Thành phố Hồ Chí Minh,dai hoc y khoa pham ngoc thach   hcm,27
Đại học Hoàng Gia Anh Quốc,dai hoc hoang gia anh quoc,65
Đại học Xây dựng,dai hoc xay dung,62
University Of Technical Education,university of technical education,88
ĐẠI HỌC NGOẠI NGỮ,dai hoc ngoai ngu,18
Đại Học Nguyễn Tất Thành ,dai hoc nguyen tat thanh,57
Trường Đại học Cần Thơ ,dai hoc can tho,42
THPT Krông Ana,thpt krong ana,50
Trường THPT Chợ Gạo ,thpt cho gao,25
Queensfield business school,queensfield business school,96
trung tâm dạy nghề cần thơ,trung tam day nghe can tho,81
Đại học Lao Động-Xã hội,dai hoc lao dong xa hoi,63
Trường Đại học Sư Phạm TP. Hồ Chí Minh ·,dai hoc su pham   hcm  ,44
Cao Đẳng Dược Hà Nội,cao dang duoc ha noi,50
cao đẳng gtvt đường thuỷ 2,cao dang giao thong van tai duong thuy 2,61
Đại Học Lao Động - Xã Hội,dai hoc lao dong   xa hoi,52
Trường Cao Đẳng Y Tế Đồng Nai,cao dang y te dong nai,51
Trường ĐH Kinh Tế Tp HCM , dai hoc  kinh te  hcm,34
Trường ĐH Kinh Tế Tp HCM , dai hoc  kinh te  hcm,34
THPT Krông Ana,thpt krong ana,50
Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia Tp. Hồ Chí Minh,dai hoc khoa hoc tu nhien   dai hoc quoc gia   hcm,58
Trường THPT Phú Nhuận ,thpt phu nhuan,33
Đại học Y Hà Nội,dai hoc y ha noi,50
STHC - Saigontourist Hospitality College,sthc   saigontourist hospitality college,80
STHC - Saigontourist Hospitality College,sthc   saigontourist hospitality college,80
Bách Việt College,bach viet college,71
University at Buffalo,university at buffalo,90
Da Nang University of Economics,da nang university of economics,87
Đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Trường Đại Học Sư Phạm Hà Nội ,dai hoc su pham ha noi,38
Đại học luật Hà Nội,dai hoc luat ha noi,58
Học Viện Nhật Ngữ JCLI,hoc vien nhat ngu jcli,45
Đại Học SHISEIKAN,dai hoc shiseikan,24
Đại học Bách Khoa TP.HCM,dai hoc bach khoa  hcm,52
"University of Economics, HCMC",university of economics  hcm,77
Dai Hoc Cong Nghiep Ha Noi ,dai hoc cong nghiep ha noi,75
An Giang University (AGU) ,an giang university ,74
Cao Dang Cong Thuong TP.HCM ,cao dang cong thuong  hcm,68
Đại học Ngoại Thương,dai hoc ngoai thuong,60
trung học cơ sở,trung hoc co so,80
Trường Đại học Kinh doanh và Công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,60
hàn thuyên,han thuyen,80
Trường THPT Trương Định,thpt truong dinh,36
Trường TC kinh tế công nghệ Nguyễn Bỉnh Khiêm,tc kinh te cong nghe nguyen binh khiem,65
Đại học Kiến Trúc Đà Nẵng,dai hoc kien truc da nang,56
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,69
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,69
Học viện Báo Chí và tuyên truyền,hoc vien bao chi tuyen truyen,66
Viện đại học Mở Hà Nội,vien dai hoc mo ha noi,50
