raw,new,score
Đại học Kinh Tế TPHCM,dai hoc kinh te hcm,50
Đại học Ngoại ngữ Đà Nẵng,dai hoc ngoai ngu da nang,60
cd công nghệ thủ đức, cao dang  cong nghe thu duc,62
Đại hoc công nghệ tphcm,dai hoc cong nghe hcm,77
ĐH Luật TP. HCM, dai hoc  luat   hcm,29
Đại học kinh tế,dai hoc kinh te,73
đại học dân lập hồng bàn,dai hoc dan lap hong ban,71
Đại học Y dược Hải Phòng,dai hoc y duoc hai phong,58
trường cao đẳng công nghệ thủ đức,cao dang cong nghe thu duc,64
Đại học Sư phạm TP.HCM,dai hoc su pham  hcm,48
Cao đẳng Kinh tế đối ngoại,cao dang kinh te doi ngoai,69
Đại học bách khoa hà nội,dai hoc bach khoa ha noi,75
Đại học Duy Tân,dai hoc duy tan,60
"Đại học Mỏ Xanh-pê-téc-bua, Liên bang Nga",dai hoc mo xanh pe tec bua  lien bang nga,63
Giáo dục thường xuyên quận 3,giao duc thuong xuyen quan 3,75
Đại học quốc tế hồng bàng ,dai hoc quoc te hong bang,71
Đại học quốc tế hồng bàng,dai hoc quoc te hong bang,72
"Đại học bách khoa Tomsk, Liên bang Nga",dai hoc bach khoa tomsk  lien bang nga,76
đại học ngoại thương,dai hoc ngoai thuong,70
Saigontourist,saigontourist,92
Phan Đăng Lưu,phan dang luu,62
Đại học kiến trúc xây dựng voronezh,dai hoc kien truc xay dung voronezh,80
đại học công nghiệp tp hồ Chí Minh,dai hoc cong nghiep  hcm,59
Trừơng Cao Đẳng Kinh Tế Tp. hcm,cao dang kinh te   hcm,57
đại học Hoa Sen,dai hoc hoa sen,67
Đại học Y Dược,dai hoc y duoc,50
trường thpt lý tự trong,thpt ly tu trong,72
Trường Mỹ thuật truyền thông Đa phương tiện FPT-ARENA,my thuat truyen thong da phuong tien fpt arena,57
Học viện ngân hàng,hoc vien ngan hang,72
công đoàn,cong doan,67
Đại học Lâm nghiệp cơ sở 2,dai hoc lam nghiep co so 2,69
đh công nghiệp tp.hcm, dai hoc  cong nghiep  hcm,64
Trường Đại học Mở Thành phố Hồ Chí Minh,dai hoc mo   hcm,33
Trường Đại học Kinh tế Thành phố Hồ Chí Minh,dai hoc kinh te   hcm,43
Đại học Khoa học Tự nhiên,dai hoc khoa hoc tu nhien,68
đại học công nghuệp thực phẩm tp.hcm,dai hoc cong nghuep thuc pham  hcm,74
Đại học Khoa học Xã hội và Nhân văn - Đại học quốc gia TPHCM,dai hoc khoa hoc xa hoi nhan van   dai hoc quoc gia hcm,63
Trường Cao Đẳng Công Thương Tphcm,cao dang cong thuong hcm,56
Đại học Huflit,dai hoc huflit,71
Đại học Sư Phạm Kỹ Thuật TP. HCM,dai hoc su pham ky thuat   hcm,48
Đại học Mở TP HCM,dai hoc mo  hcm,44
Trung tâm đào tạo nguồn lực Việt,trung tam dao tao nguon luc viet,72
Trường Đại học Mở TP.HCM,dai hoc mo  hcm,31
Đại Học Lao Động Xã Hội CS II,dai hoc lao dong xa hoi co so   2 ,44
Cao Đẳng Kinh tế Đối Ngoại TP.HCM,cao dang kinh te doi ngoai  hcm,56
nha van hoa phu nu Q 3,nha van hoa phu nu q 3,95
Cao đẳng và quản trị doanh nghiệp,cao dang quan tri doanh nghiep,76
Đại học công nghiệp TP HCM,dai hoc cong nghiep  hcm,64
Đại học Nội vụ Hà Nội,dai hoc noi vu ha noi,52
Đại học Kinh tế Luật,dai hoc kinh te luat,65
Đại học Tài chính - Marketing,dai hoc tai chinh   marketing,72
Đại học Bà Rịa - Vũng Tàu,dai hoc ba ria   vung tau,52
Hanoi University of Pharmacy,hanoi university of pharmacy,89
Trường đại học An Giang,dai hoc an giang,56
Trường ĐH Ngân hàng TPHCM, dai hoc  ngan hang hcm,38
Trung học phổ thông Gia Viễn,trung hoc pho thong gia vien,75
Đại học khoa học tự nhiên TP HCM,dai hoc khoa hoc tu nhien  hcm,68
cao đẳng y tế ninh bình,cao dang y te ninh binh,83
Trường THPT Dầu Tiếng,thpt dau tieng,34
Đh mỏ địa chất, dai hoc  mo dia chat,51
Trung cấp Quốc Tế,trung cap quoc te,65
cao đẳng vạn xuân,cao dang van xuan,76
cao đẳng điện lực,cao dang dien luc,71
đại học tôn đức thắng,dai hoc ton duc thang,67
đại học công nghiệp tphcm,dai hoc cong nghiep hcm,75
cao dang cong nghe,cao dang cong nghe,100
Văn Lang University,van lang university,79
TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,dai hoc ton duc thang,16
jamescook university Singapore,jamescook university singapore,97
Đại học Hoa Sen,dai hoc hoa sen,67
Học Viện Quân Y,hoc vien quan y,53
đhdl hải phòng, dai hoc dl hai phong,63
Đại học Công nghiệp Hà Nôi,dai hoc cong nghiep ha noi,62
Viễn Đông,vien dong,56
dai hoc hong bang,dai hoc hong bang,100
Đại học Bình Dương,dai hoc binh duong,56
Đại học Điện Lực,dai hoc dien luc,56
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
Đại học Trà Vinh,dai hoc tra vinh,62
cd công nghệ thủ đức, cao dang  cong nghe thu duc,62
Đại học Thành Đô,dai hoc thanh do,56
Trung cấp Tôn Đức Thắng,trung cap ton duc thang,65
Học Viện Cán Bộ Thành Phố,hoc vien can bo  ,43
Đại học Sư Phạm TPHCM,dai hoc su pham hcm,45
đại học lâm nghiệp,dai hoc lam nghiep,72
FPT Polytechnic - Cao đẳng thực hành FPT,fpt polytechnic   cao dang thuc hanh fpt,68
cao đẳng đại việt sài gòn,cao dang dai viet sai gon,72
tôn đức thắng,ton duc thang,69
liên thông Đại học kinh tế tài chính UEF,lien thong dai hoc kinh te tai chinh uef,72
THPT Nguyễn An Ninh,thpt nguyen an ninh,58
HUFLIT,huflit,0
Cao đẳng Tài chính Hải Quan,cao dang tai chinh hai quan,67
dậy nghề 12,day nghe 12,82
Đại học Sài Gòn,dai hoc sai gon,53
Đại học Duy Tân,dai hoc duy tan,60
trường cao đẳng kinh tế công nghệ tphcm,cao dang kinh te cong nghe hcm,72
Ton Duc Thang,ton duc thang,77
kent international college,kent international college,100
dai hoc quoc te hong bang,dai hoc quoc te hong bang,100
Trường Đại học Luật TP HCM,dai hoc luat  hcm,42
đại học y dược hà nội,dai hoc y duoc ha noi,67
Đại Học Hoa Sen,dai hoc hoa sen,60
Đại học Hoa Sen,dai hoc hoa sen,67
Đại học Công nghiệp thực phẩm Hồ Chí Minh,dai hoc cong nghiep thuc pham hcm,62
trường trung cấp y dược,trung cap y duoc,67
Marie Curie,marie curie,82
THCS BÌNH THỊNH,thcs binh thinh,13
Southern Cross University,southern cross university,88
Ha Noi University,ha noi university,82
đh phú yên, dai hoc  phu yen,52
ĐH Ngoại ngữ Đà Nẵng, dai hoc  ngoai ngu da nang,51
Đại học Luật Hà Nội,dai hoc luat ha noi,53
Đại học Luật Hà Nội,dai hoc luat ha noi,53
Đại học Luật Hà Nội,dai hoc luat ha noi,53
Đại học Luật Hà Nội,dai hoc luat ha noi,53
THPT Chí Linh,thpt chi linh,46
Cao đẳng Sư phạm Nam Định,cao dang su pham nam dinh,68
nguyễn tất thành,nguyen tat thanh,81
Cao đẳng nghệ thuật Hà Nội,cao dang nghe thuat ha noi,65
Viện Đại học Mở Hà Nội,vien dai hoc mo ha noi,50
THPT Chuyên Lê Văn Thụy,thpt chuyen le van thuy,48
Trung cấp canh sát Nhân dân,trung cap canh sat nhan dan,78
Cao Đẳng Kinh tế Đối ngoại Tp.HCM,cao dang kinh te doi ngoai  hcm,59
Yên Bái,yen bai,43
Đại học Công nghệ Sài Gòn,dai hoc cong nghe sai gon,60
Trường Đại Học Công Ngiệp 4 Thành Phố Hồ Chí Minh,dai hoc cong ngiep 4   hcm,43
Đại học Cần Thơ,dai hoc can tho,53
Đại học Cần Thơ,dai hoc can tho,53
Đại học Kinh tế- Luật_ Đại học QGHCM,dai hoc kinh te  luat  dai hoc  quoc gia hcm,48
Đại học Kinh tế- Luật_ Đại học QGHCM,dai hoc kinh te  luat  dai hoc  quoc gia hcm,48
"THPT Chi Lăng, Tịnh Biên, An Giang",thpt chi lang  tinh bien  an giang,56
trường cao đẳng kinh tế công nghệ tphcm,cao dang kinh te cong nghe hcm,72
Truong trung cap nghe cong nghiep tau thuy v,trung cap nghe cong nghiep tau thuy v,91
Đại học y dược,dai hoc y duoc,64
ĐẠI HỌC FPT,dai hoc fpt,18
Đại Học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,54
Đại học Mở thành phố Hồ Chí Minh,dai hoc mo   hcm,38
ĐH Hùng Vương HCM, dai hoc  hung vuong hcm,34
Cao đẳng nghề Cơ Điện,cao dang nghe co dien,62
Cao đẳng Công nghiệp Sao Đỏ,cao dang cong nghiep sao do,67
quận 2,quan 2,83
Chung Hua University,chung hua university,85
Yuda University,yuda university,87
Đại học Cần Thơ,dai hoc can tho,53
đại học hà nội,dai hoc ha noi,64
Khoa Luật - ĐHQGHN,khoa luat    dai hoc  quoc gia ha noi,29
hutech,hutech,100
khoa tại chức Đại học Bách Khoa,khoa tai chuc dai hoc bach khoa,74
ĐH Thương mại, dai hoc  thuong mai,42
dai hoc Mo,dai hoc mo,90
NIIT Edufirst,n 2 t edufirst,59
Trung tâm VnPro,trung tam vnpro,73
Đại học Công Nghệ Thực Phẩm,dai hoc cong nghe thuc pham,59
Trung tâm Anh ngữ VATC,trung tam anh ngu vatc,64
Đại học Nông Lâm Huế,dai hoc nong lam hue,55
Đại học Kinh Tế TP.HCM,dai hoc kinh te  hcm,53
Nguyễn Tất Thành,nguyen tat thanh,62
Đại học Nông Lâm,dai hoc nong lam,56
đại học công nghệ thành phố HCM,dai hoc cong nghe   hcm,56
giao thông van tai,giao thong van tai,94
Trường Đại học Giao thông vận tải Hà Nội,dai hoc giao thong van tai ha noi,60
Saigonchildren charity ,saigonchildren charity,93
Học Viện Hoa Kỳ,hoc vien hoa ky,53
trung học cơ sở thị trấn Ngọc lặc,trung hoc co so thi tran ngoc lac,76
Đại học cộng nghiệp tphcm,dai hoc cong nghiep hcm,75
THPH Trần Phú,thph tran phu,38
ĐH Thông tin liên lạc, dai hoc  thong tin lien lac,61
Đại Học Nha Trang,dai hoc nha trang,65
Trường THPT LÝ THƯỜNG KIỆT,thpt ly thuong kiet,13
Đại học Tài chính Marketing,dai hoc tai chinh marketing,74
cao đẳng kinh tế công  nghệ tphcm,cao dang kinh te cong nghe hcm,79
Đại học Kinh tế TP.HCM,dai hoc kinh te  hcm,52
UAF HCM,uaf hcm,14
vocational center,vocational center,100
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,67
ĐH Giao thông vận tải TP.HCM, dai hoc  giao thong van tai  hcm,52
UL HCM,ul hcm,17
UEH,ueh,0
UEH,ueh,0
cao đẳng đại việt sài gòn,cao dang dai viet sai gon,72
Cao đẳng Cần Thơ,cao dang can tho,56
kinh tế kỹ thuật công nghiệp ,kinh te ky thuat cong nghiep,81
đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Đại học Tin học và Ngoại ngữ Huflit,dai hoc tin hoc ngoai ngu huflit,69
Truong THPT Huỳnh Văn Sâm,thpt huynh van sam,37
Đại học Duy Tân,dai hoc duy tan,60
Cao Đẳng Kinh Tế Kỹ Thuật Vĩnh Phúc,cao dang kinh te ky thuat vinh phuc,60
FPT-APTECH,fpt aptech,0
học viện tài chính,hoc vien tai chinh,78
dai hoc y duoc tp hcm,dai hoc y duoc  hcm,95
Đại học Đà Lạt,dai hoc da lat,50
đại học lao độnh xã hội,dai hoc lao donh xa hoi,70
Trường cnkt việt - hung,cnkt viet   hung,72
Đại học khoa học tự nhiên,dai hoc khoa hoc tu nhien,76
đại học văn lang,dai hoc van lang,75
ĐH Kinh Tế TP Hồ Chí Minh, dai hoc  kinh te  hcm,38
cao đẳng bách việt,cao dang bach viet,78
Học Viện Công Nghệ Bưu Chính Viễn Thông,hoc vien cong nghe buu chinh vien thong,59
Đại học công nghệ Hutech,dai hoc cong nghe hutech,75
Đại học Hà Nội,dai hoc ha noi,50
đại học kiến trúc tp.hcm,dai hoc kien truc  hcm,70
trung cấp nghề việt giao,trung cap nghe viet giao,88
cao đẳng cơ điện hà nội,cao dang co dien ha noi,70
Đại học Xây Dựng,dai hoc xay dung,56
Trường cao đẳng Sonadezi,cao dang sonadezi,68
ĐH Thông tin liên lạc, dai hoc  thong tin lien lac,61
Đại Học Nguyễn Tất Thành,dai hoc nguyen tat thanh,58
Đại Học Sư phạm Kỹ thuật Hưng Yên,dai hoc su pham ky thuat hung yen,58
Đại học Hà Nội,dai hoc ha noi,50
Đại học Hoa Sen,dai hoc hoa sen,67
University Auckland,university auckland,89
IELTS,ielts,0
nguyễn trãi,nguyen trai,83
Trường ĐH Kinh Doanh và Công Nghệ Hà Nội, dai hoc  kinh doanh cong nghe ha noi,49
đại học ngân hàng,dai hoc ngan hang,71
đại học mỏ địa chất,dai hoc mo dia chat,63
trung học cơ sở tân an hội,trung hoc co so tan an hoi,81
Trường Đại Học Lao Động Xã Hội CS2,dai hoc lao dong xa hoi co so 2,43
Cao Đẳng Đại Việt Sài Gòn,cao dang dai viet sai gon,56
Đại học giao thông vận tải cơ sở 2,dai hoc giao thong van tai co so 2,76
đại học Công Nghệ Sài Gòn,dai hoc cong nghe sai gon,56
Đại học Hà Nội,dai hoc ha noi,50
Đại học công nghiệp thành phố hồ chí minh,dai hoc cong nghiep   hcm,60
học viện báo chí và tuyên truyền,hoc vien bao chi tuyen truyen,75
Đại học Giao thông vận tải Hà Nội,dai hoc giao thong van tai ha noi,67
Trung cấp Đông Dương,trung cap dong duong,65
Hướng Nghiệp Á Âu ,huong nghiep a au,57
Đại Học Công Nghệ Thành Phố Hồ Chí Minh,dai hoc cong nghe   hcm,42
đại học Huflit,dai hoc huflit,71
viện Đào Tạo UCI,vien dao tao uci,50
trung cấp kỹ thuật nghiệp vụ sông hồng,trung cap ky thuat nghiep vu song hong,82
Đại học An giang,dai hoc an giang,75
Đại học Hà Nội,dai hoc ha noi,50
Đại học Hà Nội,dai hoc ha noi,50
đại học công nghiệp tphcm,dai hoc cong nghiep hcm,75
Trung cấp Đại Việt,trung cap dai viet,67
Đại học Văn Hiến,dai hoc van hien,56
đại học lao động xã hội,dai hoc lao dong xa hoi,70
Học viện Nông Nghiệp Việt Nam,hoc vien nong nghiep viet nam,66
cao thắng,cao thang,89
FPT,fpt,0
UEF- Kinh Tế Tài Chính Thành Phố Hồ Chí Minh,uef  kinh te tai chinh   hcm,42
trường trung học phổ thông quảng oai,trung hoc pho thong quang oai,77
đại học sài gon,dai hoc sai gon,73
cao đẳng nghề đồng nai,cao dang nghe dong nai,77
Đại Học Bách Khoa,dai hoc bach khoa,59
cao đẳng nông lâm đông nam bộ,cao dang nong lam dong nam bo,76
Đại Học Phương Đông,dai hoc phuong dong,53
Cao Dang Du Lich Sai Gon,cao dang du lich sai gon,75
dhsp nghe thuat trung uong, dai hoc su pham nghe thuat trung uong,81
Trường Trung Cấp Nghề Hùng Vương,trung cap nghe hung vuong,53
học viện tài chính,hoc vien tai chinh,78
cao đẳng dược Hồng Đức,cao dang duoc hong duc,64
trường cao đẳng nghề Đà Lạt,cao dang nghe da lat,55
taiwan,taiwan,100
cao đẳng công nghệ thông tin tphcm,cao dang cong nghe thong tin hcm,82
Cao đẳng Thương Mại và Du Lịch Hà Nội,cao dang thuong mai du lich ha noi,54
ĐH Bình Dương, dai hoc  binh duong,36
Trung học phổ thông Lê Thị Hồng Gấm,trung hoc pho thong le thi hong gam,66
nguyen trai,nguyen trai,100
Trung cấp Kinh tế - Kỹ thuật Cà Mau,trung cap kinh te   ky thuat ca mau,69
đại học Công Nghiệp Tp Hồ Chí Mịnh,dai hoc cong nghiep  hcm,52
THPT Võ Văn Tần,thpt vo van tan,33
Victoria University,victoria university,89
Trường Đại Học Kinh tế Huế,dai hoc kinh te hue,49
Trường cd công nghiep tuy hoa, cao dang  cong nghiep tuy hoa,75
ĐH Kinh Tế Quốc Dân, dai hoc  kinh te quoc dan,44
Trừơng Đại học Quốc tế Hồng Bàng,dai hoc quoc te hong bang,53
Tôn Đức Thắng,ton duc thang,54
nông nghiệp,nong nghiep,82
đại học kinh tế,dai hoc kinh te,73
trường đại học ngoại ngữ_ ĐHQGHN,dai hoc ngoai ngu   dai hoc  quoc gia ha noi,34
THPT DTNT tỉnh Hòa Bình,thpt dtnt tinh hoa binh,43
Đại học Nông Lâm TPHCM,dai hoc nong lam hcm,48
Đại học Công Nghiệp Hà Nội,dai hoc cong nghiep ha noi,58
Trường Cao Đẳng Kinh Tế Kỹ Thuật Cần Thơ,cao dang kinh te ky thuat can tho,52
Học Viện Quản Lý Giáo Dục,hoc vien quan ly giao duc,52
cdsp tuyên quang, cao dang su pham tuyen quang,67
đại học kinh tế kĩ thuật công nghiệp Hà Nội,dai hoc kinh te ki thuat cong nghiep ha noi,72
bách khoa đà nẵng,bach khoa da nang,76
Trường THPT Phan Bội Châu,thpt phan boi chau,42
trường trung cấp quân y2,trung cap quan y2,70
Đại Học Kỹ Thuật Công Nghệ Cần Thơ,dai hoc ky thuat cong nghe can tho,53
Trường cao đẳng sư phạm Đăk Lăk,cao dang su pham dak lak,58
đại học ngoại ngữ ĐÀ NẴNG,dai hoc ngoai ngu da nang,56
cao đẳng sư phạm hà nội,cao dang su pham ha noi,74
Cao đẳng kinh tế công nghệ TPHCM,cao dang kinh te cong nghe hcm,68
Đại học Tài chính Quản Trị Kinh Doanh,dai hoc tai chinh quan tri kinh doanh,68
Trường Đại học Sài Gòn,dai hoc sai gon,43
trường trung cấp au viet,trung cap au viet,78
telơman,teloman,86
Đại Học Công Nghiệp TPHCM,dai hoc cong nghiep hcm,50
đại học nha trang,dai hoc nha trang,82
Đại học kinh tế quốc dân,dai hoc kinh te quoc dan,75
Cao đẳng thực hành fpt polytechnic,cao dang thuc hanh fpt polytechnic,85
Trường đại học Bách Khoa tphcm,dai hoc bach khoa hcm,59
sakan,sakan,100
Đại học Tiền Giang,dai hoc tien giang,67
cao đẳng tài chính quản trị kinh doanh,cao dang tai chinh quan tri kinh doanh,84
Trung cấp Cửu Long,trung cap cuu long,72
Đại Học Quốc Tế - Đại Học Quốc Gia TPHCM,dai hoc quoc te   dai hoc quoc gia hcm,49
Đại học xây dựng,dai hoc xay dung,69
cao đẳng văn hoá nghệ thuật và du lịch sài gòn,cao dang van hoa nghe thuat du lich sai gon,76
đại học kinh doanh và công nghệ hà nội,dai hoc kinh doanh cong nghe ha noi,77
mỏ địa chất,mo dia chat,64
Trường ĐH Công nghệ Sài Gòn, dai hoc  cong nghe sai gon,44
đại học Giao Thông Vận Tải Hà Nội,dai hoc giao thong van tai ha noi,58
truong thpt thạnh đông,thpt thanh dong,65
trung cấp đông dương,trung cap dong duong,75
Đại học HUFLIT,dai hoc huflit,36
Cao Đẳng Viễn Đông,cao dang vien dong,61
trường trung học lý thần kiệt,trung hoc ly than kiet,71
kinh tế quốc dân,kinh te quoc dan,81
Đại Học Văn Lang,dai hoc van lang,56
đại học học công nghệ tp.hcm,dai hoc hoc cong nghe  hcm,70
Trung cấp nghề cơ điện đông nam bộ,trung cap nghe co dien dong nam bo,74
le hong phong,le hong phong,100
Đh giao thông vận tải HCM, dai hoc  giao thong van tai hcm,63
cao đẳng du lịch hà nội,cao dang du lich ha noi,78
cao đẳng công nghệ Đà Nẵng,cao dang cong nghe da nang,69
Đại học Luật Hà Nội,dai hoc luat ha noi,60
Trường THPT Chuyên Hà Tĩnh,thpt chuyen ha tinh,46
trường ĐH Lạc Hồng, dai hoc  lac hong,33
Đại học Fpt,dai hoc fpt,64
Học viện Báo chí và Tuyên truyền,hoc vien bao chi tuyen truyen,66
Cao Đẳng Y Tế Thái Bình,cao dang y te thai binh,57
Cao đẳng an ninh nhân dân 2,cao dang an ninh nhan dan 2,81
Đại học Hải Phòng,dai hoc hai phong,59
đại học hoa sen,dai hoc hoa sen,80
Đại học Lao động Xã hội,dai hoc lao dong xa hoi,61
Đại học Tài Chính - Marketing,dai hoc tai chinh   marketing,69
HCMC College of Economics,hcm college of economics,78
đại học điện lực,dai hoc dien luc,62
Trường Đại Học Nông Lâm TpHCM,dai hoc nong lam hcm,37
Cao đẳng Nghề Du lịch Sài Gòn,cao dang nghe du lich sai gon,62
Đại học Công nghiệp Thực phẩm TpHCM,dai hoc cong nghiep thuc pham hcm,63
trung câp nghe bqp18,trung cap nghe  bo quoc phong 18,73
Cao Đẳng Việt Mỹ VATC,cao dang viet my vatc,48
ĐẠI HỌC NGOẠI NGỮ ĐÀ NẴNG,dai hoc ngoai ngu da nang,20
Đại học Kinh Doanh & Công nghệ Hà Nội,dai hoc kinh doanh   cong nghe ha noi,65
cao đẳng xây dựng công trinh đô thị,cao dang xay dung cong trinh do thi,77
thcs chau phong,thcs chau phong,100
trường dạy nghề thanh xuân,day nghe thanh xuan,71
học viện nông nghiệp việt nam,hoc vien nong nghiep viet nam,83
Đại Học Thủ Dầu Một,dai hoc thu dau mot,47
Đại học ngân hàng thành phố Hồ Chí Minh,dai hoc ngan hang   hcm,52
Văn Lang,van lang,62
TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN QUẬN 1,trung tam giao duc thuong xuyen quan 1,21
đại học Tài chính - Marketing,dai hoc tai chinh   marketing,72
PT VCVB,pt vcvb,14
la trobe,la trobe,100
Du lịch Sài Gòn,du lich sai gon,60
đh bà rịa vũng tàu, dai hoc  ba ria vung tau,60
đại học đông á đà nẵng,dai hoc dong a da nang,59
Đại học Cần Thơ,dai hoc can tho,53
Kinh doanh cong nghe Ha Noi,kinh doanh cong nghe ha noi,89
Cao đẳng kinh tế đối ngoại,cao dang kinh te doi ngoai,73
đại học sư phạm kĩ thuật hưng yên,dai hoc su pham ki thuat hung yen,73
saigonact,saigonact,100
Cao đẳng Công nghệ Thủ Đức,cao dang cong nghe thu duc,62
Tôn Đức Thắng,ton duc thang,54
Đại học Nông Lâm TP.HCM,dai hoc nong lam  hcm,45
Viện Đại học Mở Hà Nội,vien dai hoc mo ha noi,50
HO CHI MINH OPEN UNIVERSITY,hcm open university,9
đại học bách khoa,dai hoc bach khoa,76
International University,international university,92
Đại học Ngoại ngữ Tin học Tphcm,dai hoc ngoai ngu tin hoc hcm,70
cao đăng sư phạm Hà Tây,cao dang su pham ha tay,65
THPT GIA ĐỊNH,thpt gia dinh,15
trung tâm phát triển phần mềm SDC - ĐH Đà Nẵng,trung tam phat trien phan mem sdc    dai hoc  da nang,63
kiến trúc,kien truc,78
đại học tài nguyên và môi trường hà nội ,dai hoc tai nguyen moi truong ha noi,68
Hutech,hutech,83
Cao Đẳng Dược Phú Thọ,cao dang duoc phu tho,57
đại học công nghiệp tp. hồ chí minh,dai hoc cong nghiep   hcm,63
Đại Học Nguyễn Tất Thành,dai hoc nguyen tat thanh,64
đại học công nghiệp tphcm,dai hoc cong nghiep hcm,75
Đại học Sư phạm TPHCM,dai hoc su pham hcm,60
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
Đại học Kinh tế quốc dân,dai hoc kinh te quoc dan,71
Trường ĐHSP Hà Nội 2, dai hoc su pham ha noi 2,27
THCS Võ Trương Toan,thcs vo truong toan,47
Đại học Công Đoàn,dai hoc cong doan,59
Trung tâm day nghề nhà bè,trung tam day nghe nha be,80
trung cấp y tế vĩnh phúcba,trung cap y te vinh phucba,85
Trường Đại học Công Nghệ TPHCM,dai hoc cong nghe hcm,43
huflit,huflit,100
cao đẳng y tế HN,cao dang y te ha noi,59
Cao đẳng CN & QT Sonadezi,cao dang cong nghe   qt sonadezi,56
trường đào tạo cơ khí yên thành,dao tao co khi yen thanh,70
Ho Chi Minh Open University,hcm open university,65
đại học Văn Hiến ,dai hoc van hien,55
ARENA MULTIMEDIA,arena multimedia,6
Hue college of economics,hue college of economics,96
THCS LONG HÒA,thcs long hoa,15
cdkt cao thắng, cao dang kt cao thang,72
đhbk hà nội, dai hoc  bach khoa  ha noi,42
Đại học Công Nghiệp HCM,dai hoc cong nghiep hcm,57
Học Viện Hàng Không VN,hoc vien hang khong vn,55
Cao đẳng nghề Du lịch Sài Gòn,cao dang nghe du lich sai gon,66
Trường cao đẳng Kinh Tế Đối Ngoại Tp.HCM,cao dang kinh te doi ngoai  hcm,50
đại học trà vinh,dai hoc tra vinh,75
đại học sư phạm,dai hoc su pham,67
Học Viện Hành chính Quốc Gia,hoc vien hanh chinh quoc gia,64
cd điện lực tphcm, cao dang  dien luc hcm,60
THPT Marie Curie,thpt marie curie,62
Đại học Hoa Sen,dai hoc hoa sen,67
khôi việt tourism and hospitality,khoi viet tourism and hospitality,94
Đại học Công nghệ Sài Gòn STU,dai hoc cong nghe sai gon stu,55
FMIT,fmit,0
Trường Cao đẳng nghề Sóc Trăng,cao dang nghe soc trang,57
Đại học khoa học xã hội và nhân văn,dai hoc khoa hoc xa hoi nhan van,72
UEH,ueh,0
ĐH Công nghiệp, dai hoc  cong nghiep,51
Hoa Sen,hoa sen,71
Đại học Ngân Hàng,dai hoc ngan hang,59
Đại học Ngoại ngữ - Tin học TPHCM,dai hoc ngoai ngu   tin hoc hcm,59
Đại Học An Giang,dai hoc an giang,62
Học viện Hậu cần,hoc vien hau can,62
Đại học kinh tế quốc dân,dai hoc kinh te quoc dan,75
University of Economics and Law,university of economics and law,90
khoa học xã hội và nhân văn,khoa hoc xa hoi nhan van,75
trung cấp tây Nam á,trung cap tay nam a,79
Trường Đại học Văn Hiến,dai hoc van hien,51
National Economics University,national economics university,90
cao đẳng kinh tế tài chính thái nguyên,cao dang kinh te tai chinh thai nguyen,82
ĐH Lao Động Xã Hội, dai hoc  lao dong xa hoi,42
Đại học Mở Thành Phố Hồ Chí Minh,dai hoc mo   hcm,38
Trung Cấp Ánh Sáng,trung cap anh sang,67
Trung tâm GEC - Trường Đại học Kinh tế TP. Hồ Chí Minh,trung tam gec   truong dai hoc kinh te   hcm,57
Đại học Kiến Trúc TP.HCM,dai hoc kien truc  hcm,48
Học viện Tài Chính,hoc vien tai chinh,61
đại học Công Nghiệp,dai hoc cong nghiep,63
phu thanh,phu thanh,100
TCN DUC HOA,tcn duc hoa,18
dai hoc tra vinh,dai hoc tra vinh,100
Đại học Sư Phạm Đà Nẵng,dai hoc su pham da nang,52
thpt le minh xuan,thpt le minh xuan,100
ĐH Đồng Tháp, dai hoc  dong thap,42
ĐH Đồng Tháp, dai hoc  dong thap,42
đại học Đồng Nai,dai hoc dong nai,62
ĐH Đồng Tháp, dai hoc  dong thap,42
Cục Quản lý chất lượng nông lâm thủy sản vùng 6 - Nafiqad 6,cuc quan ly chat luong nong lam thuy san vung 6   nafiqad 6,79
Viện đào tạo nhân lực và hợp tác quốc tế,vien dao tao nhan luc hop tac quoc te,67
Viện đào tạo nhân lực và hợp tác quốc tế,vien dao tao nhan luc hop tac quoc te,67
Viện đào tạo nhân lực và hợp tác quốc tế,vien dao tao nhan luc hop tac quoc te,67
Viện đào tạo nhân lực và hợp tác quốc tế,vien dao tao nhan luc hop tac quoc te,67
Viện đào tạo nhân lực và hợp tác quốc tế,vien dao tao nhan luc hop tac quoc te,67
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
RMIT VN,rmit vn,14
ĐH Hồng Bàng, dai hoc  hong bang,39
ĐH LAO ĐỘNG XÃ HỘI, dai hoc  lao dong xa hoi,19
bách khoa đà nẵng,bach khoa da nang,76
Truong trung cấp Kinh tế Kỹ thuật tây Nam Á,trung cap kinh te ky thuat tay nam a,68
Cao đẳng kinh tế kỹ thuật thương mại,cao dang kinh te ky thuat thuong mai,75
Đại học Ngoại ngữ-Tin học Tp Hồ Chí Minh,dai hoc ngoai ngu tin hoc  hcm,54
truong cong nghiep,cong nghiep,76
