school_name,specialization
"trung hoc co so phu lang","trung cap"
"Đại học Văn Hiến","Quản Trị Kinh Doanh"
"trường trung học phô thông yên thành 3","lái xe và sựa điện nước"
"Đại học Bách Khoa TpHCM","kỹ thuật vật liệu"
"cao đẳng kinh tế tphcm","quản trị kinh doanh"
"cao dang hang hai hai phong","kế toán"
"đại học công nghiệp TPHCM","kĩ thuật điện"
"đại học tôn đức thắng","xây dựng dân dụng và công nghiệp"
"trường trung học cơ sở kiến an",không
"trường dạy lái xe củ chi","bằng lái xe B2"
"sân khấu đện ảnh","quay phim điện ảnh"
"Trường Đại học Công Nghiệp TPHCM","Công nghệ ô tô"
"Trường Đại học Kinh tế TPHCM","Ngoại thương"
"Cao đẳng nghề Công nghệ cao Hà Nội","Điện - Điện tử"
"kinh tế quốc dân","kinh tế"
"ĐH Luật TP HCM","Hành chính"
"đại học Khoa học tự nhiên - DH QGHN","Hóa học"
"DH KHTN - DH QGHN","Môi trường"
"trường công nhân kỹ thuật nhân đạo","điện tử"
"trung tâm huấn luyên và bồi dưỡng nghiệp vụ công an an giang","phòng cảnh sát pccc"
"dai hoc","anh ngu"
"cao dang nghe so 8","co khi"
"San Jose State University","Computer Electronics and Network Technology"
"Đại Học Nông Lâm","Kế Toán"
"THPT Hàn Thuyên","Trung học"
"Cao đẳng Kinh tế Đối ngoại TPHCM","Tài chính Ngân hàng"
"Trường Đại học Tài chính Marketing","Tài chính doanh nghiệp"
"Trường Cao Đẳng Công Nghệ Thông Tin TPHCM","Kế Toán"
"Đại Học Công Nghệ Thành Phố Hồ Chí Minh","Công nghệ thông tin"
"THPT DOAN KET","sinh hoc"
"cao đẳng cơ khí luyện kim ","công nghệ thông tin"
"Cao Đẳng Truyền Hình","báo chí truyền hình"
"Cao Đẳng Nghề AG","kế toán doanh nghiệp"
Hutech,"Quản trị kinh doanh"
"Công nghiệp 1 Hà Nội","Kế Toán"
"đại học xây dựng hà nội","xây dựng dân dụng"
"THPT NINH CHÂU","quản lý"
"truong trung hoc co so minh dai","khong co"
"đại học công nghệ tp.hcm","công nghệ sinh học"
"ĐH MỞ TPHCM","Kinh doanh quốc tế"
"CĐ thương mại và du lịch hà nội","quản trị nhà hành"
"Đại Học Kinh Tế ","Quản Trị Kinh Doanh"
"cao đẳng công nghệ quy nhơn","điện công nghiệp"
"Đại học công nghiệp thực phẩm TPHCM","đảm bảo chất lượng và an toàn thực phẩm"
"THPT Lê Thánh Tôn, Q7","Tốt nghiệp lớp 12"
"ptdt nội trú",nghề
"Trường Tôn Đức Thắng","Quản trị kinh doanh"
"Truong cao dang nghề số 3 BQP Nam dinh","lai xe b2"
"đại học Văn hiến","Quản trị kinh doanh"
"dh ton duc thang","tai chinh ke toan"
"chua bang cap","chua co chuen nganh"
"chua bang cap","chua co chuyen nganh"
"Tôn Đức Thắng","Kế Toán"
"trường giao thông vận tải","lái xe vận tải bằng lái a1 . b2"
"Học viện kế toán Việt Nam","Kế toán tổng hợp"
"Trường cao đẳng y tế hà đông","điều dưỡng đa khoa"
"đại học Sài Gòn","sự phạm lịch sử"
"Kim bang A","trung hoc"
"Đại Học Thuỷ Lợi","Kế Toán"
"Đại học sư phạm kỹ thuật TpHCM","Công nghệ may"
"Đại học Đồng Nai","Ngôn ngữ anh"
"Trường Đại Học Tây Đô","Dược Sĩ"
"Đại học tài nguyên và môi trường Hà Nội","Công nghệ môi trương"
"đại học công nghệ sài gòn","công nghệ thực phẩm"
"trường  đại  học thể  dục  thể  thao tphcm","giáo dục thể  chất"
"La Trobe","General Management"
"công nghệ giao thông vận tải","xây dựng công trình giao thông"
"Đại học kinh tế thành phố hồ chí minh việt nam","tài chính kế toán"
"đại học đồng tháp","sư phạm toán"
"thpt nguyen tri","bang cap 3"
"thpt nguyen trai","bang cap3"
"cao đẳng văn hoá nghệ thuật và du lịch sài gòn","biên phiên dịch"
"Trường Đại Học kinh tế kĩ thuật công nghiệp","kế toán"
"Trường ĐH TNMT Tp HCM","Quy hoạch đất đai"
"Đại học Kinh Tế","Thư ký kế toán_Trợ lý giám đốc"
RMIT,Electronic
"Đh Khoa Học xã hội và Nhân văn","Quản lý hành chính công"
Vinalink,"Marketing online"
"ĐH TÀI CHÍNH - MARKETING","Quản Trị Dự Án"
"ĐH Nam Cần Thơ","Nghanh PR- Quan hệ công chúng"
"đại học Kinh doanh công Nghệ Hà Nội","Quản trị kinh doanh"
"Đại học Cửu Long","Công Nghệ Thông Tin"
"Đại Học Nguyễn Tất Thành","điều dưỡng đa Khoa"
"Đại học Mở TpHCm",marketing
"Trung Tân Tin Học ĐH Khoa Học Tự Nhiên",CNTT
"Đại Học Kiến Trúc TpHCM","Đồ họa thiết kế nội - ngoại thất"
"Học viện Hàng Không Việt Nam","Quản trị kinh doanh"
"Đại học Nguyễn Tất Thành","Ngôn ngữ anh"
thcs,10/12
"Đại Học Đồng Nai","Ngoại Ngữ Anh"
"Cao đẳng Nghề Đồng Nai","Lập Trình Máy Tính"
"cơ điện đồng nai","điện công nghiệp"
"Trường Trung Cấp Y Khoa Hà Nội","Điều dưỡng đa khoa"
"Đại học Lao Động Xã Hội","Kế toán"
"ĐH KINH TẾ - TÀI CHÍNH TPHCM","Quản Trị Kinh Doanh"
"Đại học Tôn Đức Thắng","Ngôn Ngữ Anh"
"Cao đẳng phú lâm","Cơ Điện Tử"
"Đại học Hoa Sen","Ngành Ngoại thương"
"đại học cảnh sát nhân dân","quản lý hành chính về trật tự xã hội"
"cao đẳng Tài Chính - Quản Trị Kinh Doanh","Tài Chính - Ngân Hàng"
"Đại học Khoa Học Tự Nhiên TP. Hồ Chí Minh","Quản lý môi trường"
"Đại Học Điện Lực","Điện - Tự Động Hóa"
"truong dai hoc khoa hoc tu nhien tp hcm","khoa hoc.moi truong"
"ĐH TÔN ĐỨC THẮNG","cấp thoát nước "
"Đại học Tôn Đúc Thắng","Công nghệ thông tin"
"trung học cơ sở yên thịnh","trung học"
"Đại học Khoa học Tự nhiên TPHCM","Quản lý môi trường"
"trường thủ dầu một","quản lý công nghiệp"
hutech,"quản trị nhân sự"
"cao đẳng cntt tp hcm","thương mại điện tử"
"cao đẳng Đại Việt Sài Gòn","Dược học"
"Đại học quốc tế Hồng Bàng","Dược học"
"Đại học công nghiệp Tp hcm","Quản trị kinh doanh"
"Y dược tp Hồ Chí Minh","Dược sĩ đại học"
"cao đẳng công nghiệp huế","công nghệ chế tạo máy"
"Đại học Công nghiệp Thực phẩm TPHCM","Kế toán"
"Đại học sư phạm kỹ thuật TPHCM","Kỹ sư nhiệt điện lạnh"
"Học viện kĩ thuật quân sự","Công nghệ thông tin"
"Đại học Ngoại Thương","Kinh tế đối ngoại"
"Đại học Thương mại","Kinh tế thương mại"
"Trung Cấp Dược Pasteur","Dược Sỹ"
"đại học kiến trúc đà nẵng","kế toán"
"Trung Tâm GDTX và dạy nghề huyện Phước Long tỉnh Bạc Liêu",luật
"Cao Đẳng Công Nghệ - Đại học Đà Nẵng","Kỹ thuật điện"
"trường đại học lạc hồng","kế toán"
"Cao Dang Cong Thuong","Ke Toan"
"an phu donh","ko Co"
"trường trung hoc co so diễn hoàng","bảo vệ"
"cao dang ky thuat cong nghiep","co khi"
"đại học tôn đức thắng","khoa học môi trường"
"Đại học Khoa học Tự nhiên TP HCM","Vật lý điện tử"
" đông hội"," the thao"
"Đại học Kinh Tế Đà Nẵng","Kế Toán"
"trung học cơ sở tam phước","12 12"
"Đại học Công Nghiệp TP.HCM","Quản trị Marketing"
"Banking university","Banking and Finance"
"trung cấp hồng hà","dược sỉ"
"đại học mỏ - địa chất","địa chất công trình - địa kỹ thuật"
"Đại học Mỏ Địa Chất Hà Nội","Lọc Hoá Dầu"
"Đại học Công nghiệp Tp. Hồ Chí Minh","Công nghệ thực phẩm"
"đoàn kết","cấp 2"
"Cao đẳng Công nghệ thông tin","Truyền thông và mạng máy tính"
"truong trung hoc pho thong nhan van","tot nghiep pho thong"
"trung học cơ sở điện biên","phổ thông"
"Cao đẳng cơ khí luyện kim",CNTT
"Trường Đại học Khoa học xã hội Nhân Văn tp.Hồ Chí Minh","Thông tin học"
"Đại học Sài Gòn","Sư phạm Giáo dục Chính trị"
"cao đẳng ckn đông á","xây dựng dân dụng và công nghiệp"
"Đại học Quốc gia","Sư phạm"
"cao đẳng nghề đà nẵng","quản trị mạng"
"huflit university","Chinese Mandarin"
"Đại học Cần Thơ","Xây dựng"
"kinh tế kỹ thuật công nghiệp","tài chính ngân hàng"
"Đại học khoa học huế","Điện tử viễn thông"
"cao đẳng ispace","kỷ thuật viên phần cứng máy tính"
"Đại học nội vụ","Lưu trữ"
"cao đẳng y tế phú thọ","trung cấp dược sĩ"
"thcs hòa hưng","không có"
"Đại học Tôn Đức Thắng","Công Nghệ Sinh Học"
"cao đẳg nghề số 8","công nghệ thông tin"
"Đại học Bách Khoa Hà Nội","Điện tử - truyền thông"
"đại học khoa học tự nhiên","vật lý kỹ thuật"
"truong cao dang nghe dong nai","co khi che tao"
"Đại học Hùng Vương","Quản trị Nhà hàng- khách sạn"
"trường cao đẳng nghề Viêt-Xộ","vận hành máy thi công nền"
"trung cap nge đong thap","lay xe"
"trường trung cấp tổng hợp TPHCM","Y Sĩ"
"Nội Trú IVS","Bán Hàng"
"trung cap nghe","giao thong van tai"
"THPT Tam Nông",12/12
"đại học Văn Lang","Quản trị kinh doanh"
"Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên","Kế toán"
"trường đại học tài chính marketing","quản trị bán hàng"
"Đại học Kinh tế - Luật","Luật Kinh tế"
"trường DH Khoa hoc Xã hội và Nhân văn","Chính trị học"
"Trường Cao đẳng Lương thực - Thực phẩm","Quản trị kinh doanh"
"Trường Đại học Đông Á","Quản trị nhà hàng - khách sạn"
"Đại học Ngoại thương","Kinh tế đối ngoại"
"Aprotrain Aptech","lập trình viên"
"ĐH Sư phạm TPHCM","Giáo dục thể chất"
"Seattle University","International Business"
"Highline College","bussiness associate"
"Đại Học Thương Mại","Kế toán - Kiểm toán"
"Cao Đẳng Tài Chính Hải Quan TP.HCM","Quản Trị Kinh Doanh Tổng Hợp"
"trường trung hoc lương thưc thưc phẩm","kiểm tra chất lượng"
"Trường Đại học Cần Thơ","Công nghệ thực phẩm"
"cao ","cong "
"Trường trung cấp giao thông vận tải hà nội","Hạch toán - kế toán"
"Đại học Văn hoá","Quản lý văn hoá"
"cao đẳng nghề kỹ thuật công nghệ tphcm","công nghệ ô tô"
"cao đẳng nghề số 5 bộ quốc phòng","công nghệ ôtô"
"Cao đẳng Công nghệ và Thương mại Hà Nội",Dược
"đại học sư phạm kỹ thuật hưng yên","kế toán"
"Trung cấp nghề vĩnh long","quản trị mạng"
"cao đẳng y dược Pasteur","điều dưỡng"
"đại học tài chính mảketing","quản trị kinh doanh tổng hợp"
"cao đẳng cộng đồng đồng tháp","chuyên ngành công nghệ thực phẩm"
"ĐH Tân Tạo","Khoa Kỹ Thuật Điện"
"trường đại học công nghiệp thành phố Hồ Chí Minh","công nghệ thực phẩm"
"nguyễn an ninh","học sinh"
"Đại học Quốc Gia Hà Nội","Kinh doanh Quốc Tế"
"hướng nghiệp á âu","làm bánh"
"Đại học Sài Gòn","Kế toán"
"THPT Long Kiến",THPT
fpt,"digital marketing"
"ĐH Sư Phạm HCM",QLGD
"Đại Học An Giang","Kinh Tế Đối Ngoại"
"Trường dạy nghề Quốc Thảo","Thiết kế rập thời trang"
"trường đại học kinh tế tài chính","kinh doanh quốc tế"
"trung cấp Bến Thành","công nghệ may"
"Trường Cao Đẳng Y Tế Đồng Tháp","Y sĩ"
"Bách khoa Hà Nội","Quản lý Môi Trường"
"Trà Vinh","Quản Trị Kinh Doanh"
"Đại học Công nghiệp Hà Nội","kế toán kiểm toán"
"thpt nguyen ngoc thang","khong co"
NIIT,java
"Đại học Công Nghiệp HN","Kế toán kiểm toán"
"Trường Đại Học Côbg Nghiệp Thực Phẩm TP.HCM","Hóa phân tích"
"Đại học Kinh tế Đà Nẵng","Kế Toán"
"Đại học kinh tế tài chính","Ngôn ngữ anh"
"đại học công nghệ tp.hcm","kế toán"
"trung học phước long","trung học cơ sở"
"Đại học SP Phú Yên","Sư phạm Hóa học"
"Trường trung cấp Phương Nam","Dược sỹ"
"Đại học ngoại ngữ Đà Nẵng","Quốc Tế Học"
"Trường Đại học Tài chính - Marketing","Hệ thống thông tin quản lý"
"ĐH Ngoại Thương","Kinh tế đối ngoại"
"Trường Đại Học Công Nghiệp TP.HCM","Chuyên ngành Kế Toán - Kiểm Toán"
"Cao Đẳng Thương Mại","Quản trị kinh doanh"
"Đại học Duy Tân","kỹ sư xây dựng"
"Đại học giao thông vận tải hà nội","xây dựng cầu đường"
"Đại học Bách KHOA","Điện Lạnh"
"trường cao đẳng nghề kỹ thuật việt đức","kỹ thuật máy lạnh và điều hòa không khí"
cghbbvcghgđghfffs,gghhh
"Đại học Kimh tế Kỹ thuật Công nghiệp","Kế toán"
"Đại học Công Nghiệp Thành phố Hồ Chí Minh","Quản trị kinh doanh"
"Đại học Sư Phạm Hồ Chí Minh","Giáo Dục Mầm non"
"Đại học Mở Tp Hồ Chí Minh","Kinh tế"
"Trần Quang Khải","k có"
"cao đẳng công nghệ đà nẵng","cônh nghệ kỹ thuật điện"
"bv thong nhat","x quang"
"cao đẳng nghề số 8","công nghệ thông tin"
"đại học quảng nam","sư phạm vật lý"
"TRƯỜNG ĐẠI HỌC NÔNG LÂM TPHCM","KĨ SƯ CƠ KHÍ"
"cao đẳng kinh tế kỹ thuật vinatex việt nam","quản trị kinh doanh"
"đại học phương đông","xây dựng dân dụng & công nghiệp"
"truong trung cap quan su quan khu 2 vinh phuc",2004
"Đại học Tài chính Marketing","Thẩm Định Giá"
"Học viện công nghệ bưu chính viễn thông","Kỹ thuật Điện tử - Viễn thông"
"trường trung cấp âu việt","điều dưỡng đa khoa"
"nguyen huu canh","co khi che tao"
"Đại học sao đỏ","kế toán"
"Trường Đại Học Công Nghệ TP.HCM","Kế toán tài chính"
"Đại học Kinh tế kĩ thuật công nghiệp Hà nội","Quản trị kinh doanh"
"Học viện Báo chí và Tuyên truyền","Quan hệ công chúng"
"Đại học Tai chính - Marketing","Tài chính doanh nghiệp"
"thpt lang chánh","điện dân dụng"
"Dạy Nghề Thanh Xuân","Điện Tử"
"Đại học Bách Khoa Hà Nội","Điện tử viễn thông"
"Bach Viet College","English Business"
"THPT PHAN NGỌC HIỂN","Trung học phổ thông"
"khoi viet","nha hang khach san"
"Đại Học Công Nghiệp TPHCM","Quản Trị Du Lịch"
"đại học hồng đức","quản lý đất đai"
"Đại Học Công Nghệ Thông Tin Gia Định","Quản Trị Kinh Doanh"
"Trường Đại học Khoa học Xã hội và Nhân văn","Quản trị sự kiện"
"thpt Tân Phú","học sinh"
"Trường Đại học Khoa học Tự nhiên - ĐHGQHN","Hoá Phân tích"
"THCS Nam Thái",không
"Đại học kinh tế-tài chính ","Quan hệ quốc tế"
"trung co so thuy hoa","pho thong"
icare,"sua chua may tinh,  laptop phan mem, phan cung"
"cao đẳng y dược hồng đứctơit ngiệo cấp 3","điều dưỡng"
"Đại học Dân tộc Quảng Tây","Kinh tế mậu dịch"
"CD tc quan tri kinh doanh","kế toán"
"thcs  chu điện","học sinh"
"truong quan su quan doan 4","quan ly"
"Trường Đại học Kinh tế - Luật","Kế toán - Kiểm toán"
"Trường cao đẳng nghề cơ điện Hà Nội","Thuỷ Lợi"
"thpt xuân thọ","không có"
"trung cấp y tế quảng trị","điều dưỡng đa khoa"
"Học Viện cán bộ","công tác xã hội"
"Trường Cao Đẳng Công Thương TP Hồ Chí Minh","Trung Cấp Kế Toán"
"Trường Cao Đẳng Kinh Tế- Công Nghệ TP HCM","Quản trị nhân sự"
"Đại Học Ngoại Thương CS II","quản trị kinh doanhTham"
"Trường THPT Sương Nguyệt Anh","Tiếng Anh"
"gia định","công nghệ thông tin"
"trường đại học nguyễn tất thành","dược sĩ trung capa"
"truong pho thong trung hoc cu chinh lan","pho thong"
"Đi sự phạm TP HCM","công nghệ thông tin"
"trường đại học đông á đà nẵng","quản trị kinh doanh"
"trường đại học nguyễn tất thành","dược sĩ trung cấp"
"trường đại học nguyễn tất thành","dượ sĩ"
"Nguyễn thái học","trung cấp y tế tay ninh"
"trung cấp bách khoa bình dương","dược sỹ"
"Đại học Tôn Đức Thắng","Quan hệ Lao động"
"Cao đẳng Công nghệ Thủ Đức","Kế toán"
"Đại học công nghệ TPHCM",QTKD
"đại học công nghiệp Tp.HCM","cơ khí ô tô"
"Đại học công nghệ","Quản trị mạng"
