school_name,specialization
"Đại học Sư Phạm TPHCM","Sư phạm Vật lý"
"đại học lâm nghiệp","kế toán"
"FPT Polytechnic - Cao đẳng thực hành FPT","Ứng dụng phần mềm"
"cao đẳng đại việt sài gòn","quản trị nhà hàng khách sạn"
"tôn đức thắng","công nghệ sinh học"
"liên thông Đại học kinh tế tài chính UEF",Marketing
"THPT Nguyễn An Ninh",toan
HUFLIT,"Office Administration"
"Cao đẳng Tài chính Hải Quan","Chuyên ngành: Kế toán doanh nghiệp"
"dậy nghề 12","lái xe"
"Đại học Sài Gòn","Tài chính-Ngân hàng"
"Đại học Duy Tân","Tài chính - Ngân hàng"
"trường cao đẳng kinh tế công nghệ tphcm","quản trị văn phong"
"Ton Duc Thang","Quan Tri Kinh Doanh Quoc Te"
"kent international college","đa truyền thông"
"dai hoc quoc te hong bang","ngon ngu anh"
"Trường Đại học Luật TP HCM","Luật học"
"đại học y dược hà nội","răng hàm mặt"
"Đại Học Hoa Sen","Kinh Doanh Quốc Tế"
"Đại học Hoa Sen","Kinh doanh quốc tế"
"Đại học Công nghiệp thực phẩm Hồ Chí Minh","Công nghệ Kỹ thuật môi trường"
"trường trung cấp y dược","bấm huyệt -  xoa bóp"
"Marie Curie",THPT
"THCS BÌNH THỊNH",0
"Southern Cross University","Administrative Business"
"Ha Noi University",TESOL
"đh phú yên","giáo dục mầm non"
"ĐH Ngoại ngữ Đà Nẵng","Ngôn ngữ Nhật"
"Đại học Luật Hà Nội",0
"Đại học Luật Hà Nội",0
"Đại học Luật Hà Nội",0
"Đại học Luật Hà Nội",0
"THPT Chí Linh",0
"Cao đẳng Sư phạm Nam Định","Sư phạm Ngữ văn"
"nguyễn tất thành","tai chính ngân hàng"
"Cao đẳng nghệ thuật Hà Nội","Quản lý văn hóa"
"Viện Đại học Mở Hà Nội",0
"THPT Chuyên Lê Văn Thụy",0
"Trung cấp canh sát Nhân dân","Trung cấp canh sát"
"Cao Đẳng Kinh tế Đối ngoại Tp.HCM",0
"Yên Bái",không
"Đại học Công nghệ Sài Gòn","Thiết kế nội thất"
"Trường Đại Học Công Ngiệp 4 Thành Phố Hồ Chí Minh","Quản Trị Kinh Doanh Tổng Hợp"
"Đại học Cần Thơ",0
"Đại học Cần Thơ",0
"Đại học Kinh tế- Luật_ Đại học QGHCM",1
"Đại học Kinh tế- Luật_ Đại học QGHCM",1
"THPT Chi Lăng, Tịnh Biên, An Giang",1
"trường cao đẳng kinh tế công nghệ tphcm","quản trị dịch vụ du lịch và lữ hành"
"Truong trung cap nghe cong nghiep tau thuy v","Nghanh: cong nghe che tao vo tau thuy"
"Đại học y dược","Chuyên ngành Cử nhân xét nghiệm"
"ĐẠI HỌC FPT","Finance and banking"
"Đại Học Bách Khoa Hà Nội","Tiếng Anh Khoa Học Và Kỹ Thuật"
"Đại học Mở thành phố Hồ Chí Minh","Tài chính - ngân hàng"
"ĐH Hùng Vương HCM","Quản tri Kinh doanh - Chuyên ngành Marketing"
"Cao đẳng nghề Cơ Điện","Điện Công nghiệp"
"Cao đẳng Công nghiệp Sao Đỏ",Hàn
"quận 2","bán hàng"
"Chung Hua University","Business Administration"
"Yuda University","Finance and Banking"
"Đại học Cần Thơ","Chuyên ngành Hoá Dược"
"đại học hà nội","tiếng trung,  tiếng anh"
"Khoa Luật - ĐHQGHN","Luật kinh doanh"
hutech,"quản trị kinh doanh"
"khoa tại chức Đại học Bách Khoa","Điện tử viễn thông"
"ĐH Thương mại","Kế toán"
"dai hoc Mo","tai chinh-ngan hang"
"NIIT Edufirst","Network Administrator"
"Trung tâm VnPro",CCNA
"Đại học Công Nghệ Thực Phẩm","Quản Trị Kinh Doanh"
"Trung tâm Anh ngữ VATC","Anh văn giao tiếp"
"Đại học Nông Lâm Huế","Phát triển nông thôn"
"Đại học Kinh Tế TP.HCM","Tiếng Anh Thương Mại"
"Nguyễn Tất Thành","Tài chính ngân hàng"
"Đại học Nông Lâm","Quản trị kinh doanh"
"đại học công nghệ thành phố HCM","điện công nghiệp"
"giao thông van tai","kinh te van tai"
"Trường Đại học Giao thông vận tải Hà Nội","Ngành Kinh tế xây dựng"
"Saigonchildren charity ","nhà hàng khách sạn "
"Học Viện Hoa Kỳ","quản trị kinh doanh"
"trung học cơ sở thị trấn Ngọc lặc","không có"
"Đại học cộng nghiệp tphcm","kỷ thuật điện"
"THPH Trần Phú","Học Sinh"
"ĐH Thông tin liên lạc","Điện tử viễn thông"
"Đại Học Nha Trang","Kế Toán - Kiểm Toán"
"Trường THPT LÝ THƯỜNG KIỆT","tốt nghiệp"
"Đại học Tài chính Marketing","Thương mại Quốc tế"
"cao đẳng kinh tế công  nghệ tphcm",CNTT
"Đại học Kinh tế TP.HCM","Tài chính"
"UAF HCM","business english"
"vocational center",IT
"Đại học Kinh tế Quốc dân","Quản trị Kinh doanh"
"ĐH Giao thông vận tải TP.HCM","Xây dựng dân dụng và công nghiệp"
"UL HCM","corporate laws"
UEH,accounting
UEH,logistics
"cao đẳng đại việt sài gòn","sư phạm mầm non"
"Cao đẳng Cần Thơ","Sư phạm Ngữ văn"
"kinh tế kỹ thuật công nghiệp ","kế toán"
"đại học Nguyễn Tất Thành","Tiếng Trung"
"Đại học Tin học và Ngoại ngữ Huflit","Tiếng Trung"
"Truong THPT Huỳnh Văn Sâm","Học Sinh"
"Đại học Duy Tân","Công Nghệ Thông Tin"
"Cao Đẳng Kinh Tế Kỹ Thuật Vĩnh Phúc","Điện-Điện Tử"
FPT-APTECH,"WEB DEVELOPER"
"học viện tài chính","kế toán"
"dai hoc y duoc tp hcm","duoc ta"
"Đại học Đà Lạt","Quốc Tế Học"
"đại học lao độnh xã hội","kế toán"
"Trường cnkt việt - hung","Điện xi nghiệp"
"Đại học khoa học tự nhiên","Toán tin"
"đại học văn lang","quản trị kinh doanh"
"ĐH Kinh Tế TP Hồ Chí Minh",Marmeting
"cao đẳng bách việt","sư phạm mầm non"
"Học Viện Công Nghệ Bưu Chính Viễn Thông","An Toàn Thông Tin"
"Đại học công nghệ Hutech","Công nghệ thông tin"
"Đại học Hà Nội","Chuyên biên phiên dịch tiếng anh"
"đại học kiến trúc tp.hcm","kiến trúc"
"trung cấp nghề việt giao","quản trị bếp - ẩm thực"
"cao đẳng cơ điện hà nội","công nghệ oto"
"Đại học Xây Dựng","Kiến Trúc"
"Trường cao đẳng Sonadezi","Kế toán"
"ĐH Thông tin liên lạc","Điện tử viễn thông"
"Đại Học Nguyễn Tất Thành","Quản Trị Kinh Doanh"
"Đại Học Sư phạm Kỹ thuật Hưng Yên","ngôn ngữ anh"
"Đại học Hà Nội","Quản trị Kinh Doanh"
"Đại học Hoa Sen","Kế toán"
"University Auckland","Asian Studies"
IELTS,"Anh văn"
"nguyễn trãi","trung học"
"Trường ĐH Kinh Doanh và Công Nghệ Hà Nội","Tài Chính Doanh nghiệp"
"đại học ngân hàng","khối ngành kinh tế kinh doanh"
"đại học mỏ địa chất","kỹ thuật dầu khí"
"trung học cơ sở tân an hội","bán hàn"
"Trường Đại Học Lao Động Xã Hội CS2","Kế toán loại khá+ Tin học văn phòng B loại giỏi"
"Cao Đẳng Đại Việt Sài Gòn","Y Dược"
"Đại học giao thông vận tải cơ sở 2","xây dựng cầu đường"
"đại học Công Nghệ Sài Gòn","Công Nghệ thực phẩm"
"Đại học Hà Nội","Ngôn ngữ Anh"
"Đại học công nghiệp thành phố hồ chí minh","Công nghệ Kĩ thuật Hoá Học"
"học viện báo chí và tuyên truyền","báo mạng điện tử"
"Đại học Giao thông vận tải Hà Nội","Kinh tế vận tải du lịch"
"Trung cấp Đông Dương","Sư Phạm Mầm Non"
"Hướng Nghiệp Á Âu ","Bếp Trưởng"
"Đại Học Công Nghệ Thành Phố Hồ Chí Minh","Công Nghệ Sinh Học"
"đại học Huflit","nhật bản học"
"viện Đào Tạo UCI",QA-QC
"trung cấp kỹ thuật nghiệp vụ sông hồng","điện công nghiệp"
"Đại học An giang","Quản trị kinh doanh"
"Đại học Hà Nội","Ngôn ngữ Trung Quốc"
"Đại học Hà Nội","Ngôn ngữ Anh"
"đại học công nghiệp tphcm","tài chính ngân hàng"
"Trung cấp Đại Việt","Điều dưỡng đa khoa"
"Đại học Văn Hiến","Quản Trị Khách Sạn"
"đại học lao động xã hội","quản trị nhân lực"
"Học viện Nông Nghiệp Việt Nam","Công nghệ thực phẩm"
"cao thắng","cơ khí chế tạo"
FPT,"Marketing và bán hàng"
"UEF- Kinh Tế Tài Chính Thành Phố Hồ Chí Minh","Quản Trị Kinh Doanh "
"trường trung học phổ thông quảng oai","học sinh"
"đại học sài gon","cô nuôi dạy trẻ mầm non"
"cao đẳng nghề đồng nai","điện lạnh"
"Đại Học Bách Khoa","Bảo Dưỡng Công Nghiệp"
"cao đẳng nông lâm đông nam bộ","điện công nghiệp"
"Đại Học Phương Đông","Quản trị kinh doanh"
"Cao Dang Du Lich Sai Gon","Quan Tri Khach San Nha Hang"
"dhsp nghe thuat trung uong","su pham my thuat"
"Trường Trung Cấp Nghề Hùng Vương","công nghệ thông tin"
"học viện tài chính","tài chính doanh nghiệp"
"cao đẳng dược Hồng Đức",Dược
"trường cao đẳng nghề Đà Lạt","Quản trị Nhà  hàng Khách sạn"
taiwan,"Thai Tradition massage"
"cao đẳng công nghệ thông tin tphcm","tài chính ngân hàng"
"Cao đẳng Thương Mại và Du Lịch Hà Nội","Kế Toán"
"ĐH Bình Dương","kế toán"
"Trung học phổ thông Lê Thị Hồng Gấm","Trung học"
"nguyen trai","co khí"
"Trung cấp Kinh tế - Kỹ thuật Cà Mau","Kỹ thuật lắp ráp và sửa chữa máy tính"
"đại học Công Nghiệp Tp Hồ Chí Mịnh","Ngôn Ngữ Anh"
"THPT Võ Văn Tần","phổ thông"
"Victoria University","Finance & Banking"
"Trường Đại Học Kinh tế Huế","Kế toán"
"Trường cd công nghiep tuy hoa","công nghệ kỹ thuật môi trường"
"ĐH Kinh Tế Quốc Dân","Tài chính Ngân hàng"
"Trừơng Đại học Quốc tế Hồng Bàng","Quản trị kinh doanh du lịch"
"Tôn Đức Thắng","Quan hệ lao động"
"nông nghiệp","công nghệ thực phẩm"
"đại học kinh tế","kế toán"
"trường đại học ngoại ngữ_ ĐHQGHN","tiếng Nga phiên dịch"
"THPT DTNT tỉnh Hòa Bình","Văn học"
"Đại học Nông Lâm TPHCM","Phát triển nông thôn"
"Đại học Công Nghiệp Hà Nội","kế toán"
"Trường Cao Đẳng Kinh Tế Kỹ Thuật Cần Thơ","Quản Lý Đất Đai"
"Học Viện Quản Lý Giáo Dục","Tâm Lý Học Giáo Dục"
"cdsp tuyên quang","sư phạm"
"đại học kinh tế kĩ thuật công nghiệp Hà Nội","Kế Toán"
"bách khoa đà nẵng","kinh tế xây dựng"
"Trường THPT Phan Bội Châu","Tốt nghiêp"
"trường trung cấp quân y2","y sĩ đa khoa"
"Đại Học Kỹ Thuật Công Nghệ Cần Thơ","Điện - Điện tử"
"Trường cao đẳng sư phạm Đăk Lăk","Sư phạm Ngữ Văn"
"đại học ngoại ngữ ĐÀ NẴNG","tiếng anh chuyên ngành"
"cao đẳng sư phạm hà nội","sư phạm tiểu học"
"Cao đẳng kinh tế công nghệ TPHCM","Kế Toán"
"Đại học Tài chính Quản Trị Kinh Doanh","Tài chính - Ngân hàng"
"Trường Đại học Sài Gòn","Quản trị kinh doanh"
"trường trung cấp au viet","dược si trung hoc"
telơman,"bảo mẩu"
"Đại Học Công Nghiệp TPHCM","Ngôn Ngữ Anh"
"đại học nha trang","cơ khí chế tạo máy"
"Đại học kinh tế quốc dân",Marketing
"Cao đẳng thực hành fpt polytechnic","ứng dụng phần mềm"
"Trường đại học Bách Khoa tphcm","Công nghệ hoá học"
sakan,"tiếng hàn giao tiếp"
"Đại học Tiền Giang","Quản trị kinh doanh"
"cao đẳng tài chính quản trị kinh doanh","tài chính ngân hàng"
"Trung cấp Cửu Long","xét nghiệm"
"Đại Học Quốc Tế - Đại Học Quốc Gia TPHCM","Quản trị kinh doanh"
"Đại học xây dựng","xây dưng dân dụng"
"cao đẳng văn hoá nghệ thuật và du lịch sài gòn","việt nam học"
"đại học kinh doanh và công nghệ hà nội","tài chính ngân hàng"
"mỏ địa chất","bản đồ gis"
"Trường ĐH Công nghệ Sài Gòn","Quản trị kinh doanh"
"đại học Giao Thông Vận Tải Hà Nội","xây dựng công trình giao thông tiên tiến - liên kết với đại học Leeds vương quốc Anh"
"truong thpt thạnh đông","lao dong pho thong"
"trung cấp đông dương","sư pham tiểu học"
"Đại học HUFLIT","Public Relations"
"Cao Đẳng Viễn Đông","Quản trị Tổng Hợp"
"trường trung học lý thần kiệt",học
"kinh tế quốc dân","kế toán"
"Đại Học Văn Lang","Ngôn Ngữ Anh"
"đại học học công nghệ tp.hcm","quản trị kinh doanh"
"Trung cấp nghề cơ điện đông nam bộ","Công nghệ thông tin"
"le hong phong","le hong phong"
"Đh giao thông vận tải HCM","cơ khí oto"
"cao đẳng du lịch hà nội","lễ tân"
"cao đẳng công nghệ Đà Nẵng","tin học ứng dụng"
"Đại học Luật Hà Nội","Ngành Luật"
"Trường THPT Chuyên Hà Tĩnh","Chuyên Văn"
"trường ĐH Lạc Hồng","kế toán kiểm toán"
"Đại học Fpt","Tài chính Doanh Nghiệp"
"Học viện Báo chí và Tuyên truyền","Báo chí Đa phương tiện"
"Cao Đẳng Y Tế Thái Bình","y sỹ đa khoa"
"Cao đẳng an ninh nhân dân 2","Quản lý trật tự"
"Đại học Hải Phòng","Kinh tế ngoại thương"
"đại học hoa sen","Quản lí môi trường"
"Đại học Lao động Xã hội","Quản trị nhân lực"
"Đại học Tài Chính - Marketing","Truyền Thông Marketing"
"HCMC College of Economics","Business Administration"
"đại học điện lực","kế toán doanh nghiệp"
"Trường Đại Học Nông Lâm TpHCM","quản trị kinh doanh"
"Cao đẳng Nghề Du lịch Sài Gòn","Quản lý Nhà Hàng Khách sạn"
"Đại học Công nghiệp Thực phẩm TpHCM","Công nghệ sinh học"
"trung câp nghe bqp18","lái xe bằng c"
"Cao Đẳng Việt Mỹ VATC","Biên Phiên dịch Tiếng Anh thương mại"
"ĐẠI HỌC NGOẠI NGỮ ĐÀ NẴNG","NGÔN NGỮ ANH"
"Đại học Kinh Doanh & Công nghệ Hà Nội","Kinh doanh Thương mại Quốc tế"
"cao đẳng xây dựng công trinh đô thị","xây dựng dân dụng và công nghiệp"
"thcs chau phong",khong
"trường dạy nghề thanh xuân","sưa chữa điện lạnh"
"học viện nông nghiệp việt nam","thú y"
"Đại Học Thủ Dầu Một","Quản Lí Công Nghiệp"
"Đại học ngân hàng thành phố Hồ Chí Minh","Kinh tế quốc tế"
"Văn Lang","kế toán"
"TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN QUẬN 1","Trung Học Phổ Thông"
"đại học Tài chính - Marketing","Quản trị kinh doanh tổng hợp"
"PT VCVB","Đại học y"
"la trobe","tài chính ngân hàng"
"Du lịch Sài Gòn","quản trị lũ hành"
"đh bà rịa vũng tàu","xây dựng dân dụng và công nghiệp"
"đại học đông á đà nẵng","xây dựng dân dụng và công nghiệp"
"Đại học Cần Thơ","thông tin học"
"Kinh doanh cong nghe Ha Noi","Ke toan"
"Cao đẳng kinh tế đối ngoại","Tiếng Anh thương mại"
"đại học sư phạm kĩ thuật hưng yên","công nghệ hóa học"
saigonact,"tài chính ngân hàng"
"Cao đẳng Công nghệ Thủ Đức","Quản Trị Kinh Doanh"
"Tôn Đức Thắng","Du Lịch"
"Đại học Nông Lâm TP.HCM","Kế toán"
"Viện Đại học Mở Hà Nội","Luật kinh tế"
"HO CHI MINH OPEN UNIVERSITY","Business Administration"
"đại học bách khoa","kĩ thuật môi trường"
"International University","Biomedical Engineering"
"Đại học Ngoại ngữ Tin học Tphcm","Ngoại ngữ"
"cao đăng sư phạm Hà Tây","sư phạm tiếng anh"
"THPT GIA ĐỊNH","tốt nghiệp"
"trung tâm phát triển phần mềm SDC - ĐH Đà Nẵng","Công nghệ thông tin"
"kiến trúc","cảnh quan đô thị"
"đại học tài nguyên và môi trường hà nội ","trắc địa"
Hutech,"Thiết kế thời trang"
"Cao Đẳng Dược Phú Thọ","Dược sĩ"
"đại học công nghiệp tp. hồ chí minh","công nghệ thực phẩm"
"Đại Học Nguyễn Tất Thành","Dược sĩ"
"đại học công nghiệp tphcm","công nghệ thực phẩm"
"Đại học Sư phạm TPHCM","Sư phạm Địa lí học"
"Đại học Tôn Đức Thắng","Tiếng Trung"
"Đại học Kinh tế quốc dân","kinh tế nông nghiệp"
"Trường ĐHSP Hà Nội 2","Sư Phạm Toán Học"
"THCS Võ Trương Toan","Phục Vụ"
"Đại học Công Đoàn",Luật
"Trung tâm day nghề nhà bè","lái xe"
"trung cấp y tế vĩnh phúcba","y sỹ đa khoa"
"Trường Đại học Công Nghệ TPHCM","Tài chính Thuế"
huflit,"quản trị dịch vụ du lịch và lữ hành"
"cao đẳng y tế HN","hộ sinh"
"Cao đẳng CN & QT Sonadezi","Thiết kế"
"trường đào tạo cơ khí yên thành","cơ khí"
"Ho Chi Minh Open University","Finance - Banking"
"đại học Văn Hiến ","ngôn ngữ anh "
"ARENA MULTIMEDIA","Thiết kế 2D và 3D"
"Hue college of economics",Accounting
"THCS LONG HÒA","Chưa có chuyên ngành"
"cdkt cao thắng","điện điện tử"
"đhbk hà nội","lọc hóa dầu"
"Đại học Công Nghiệp HCM","Tài chính Ngân hàng"
"Học Viện Hàng Không VN","Quản trị KD/ Cảng HK"
"Cao đẳng nghề Du lịch Sài Gòn","Hướng dẫn viên"
"Trường cao đẳng Kinh Tế Đối Ngoại Tp.HCM","Kế toán"
"đại học trà vinh","kế toán"
"đại học sư phạm","sư phạm lý"
"Học Viện Hành chính Quốc Gia","Tổ chức và quản lý nhân sự"
"cd điện lực tphcm","điện công nghiệp"
"THPT Marie Curie",".coa bán"
"Đại học Hoa Sen","Quản trị công nghệ truyền thông"
"khôi việt tourism and hospitality","du lịch _ nhà hàng khách sạn"
"Đại học Công nghệ Sài Gòn STU",IT
FMIT,"Software Testing"
"Trường Cao đẳng nghề Sóc Trăng","Điện Công Nghiep"
"Đại học khoa học xã hội và nhân văn","Du Lịch Học"
UEH,"Quản trị lữ hành"
"ĐH Công nghiệp","công nghệ thực phẩm"
"Hoa Sen","Công nghệ thông tin"
"Đại học Ngân Hàng",Marketing
"Đại học Ngoại ngữ - Tin học TPHCM","Tiếng Anh Thương Mại"
"Đại Học An Giang","Quản Trị Kinh Doanh"
"Học viện Hậu cần","Kế toán tài chính"
"Đại học kinh tế quốc dân","Quản lý kinh tế"
"University of Economics and Law","Business Administration"
"khoa học xã hội và nhân văn","triết học"
"trung cấp tây Nam á",2012
"Trường Đại học Văn Hiến","Quản trị nhà hàng khách sạn"
"National Economics University",Accounting
"cao đẳng kinh tế tài chính thái nguyên","kế toán"
"ĐH Lao Động Xã Hội","Quản trị nhân lực"
"Đại học Mở Thành Phố Hồ Chí Minh","Kinh Tế"
"Trung Cấp Ánh Sáng","Dược sĩ trung học"
"Trung tâm GEC - Trường Đại học Kinh tế TP. Hồ Chí Minh","Quản trị nhân sự"
"Đại học Kiến Trúc TP.HCM","Quy hoạch vùng và đô thị ( chương trình đổi mới )"
"Học viện Tài Chính","kế toán"
"đại học Công Nghiệp","Ngôn ngữ Anh"
"phu thanh","trung hoc co so"
"TCN DUC HOA",may
"dai hoc tra vinh","quan tri kinh doanh"
"Đại học Sư Phạm Đà Nẵng","Báo chí"
"thpt le minh xuan",ko
"ĐH Đồng Tháp","Cử nhân Công Nghệ Thực Phẩm - loại khá"
"ĐH Đồng Tháp","Chính Chỉ A Anh Văn"
"đại học Đồng Nai","ngôn ngữ anh"
"ĐH Đồng Tháp","Chứng chỉ A Tin Học"
"Cục Quản lý chất lượng nông lâm thủy sản vùng 6 - Nafiqad 6","Quản lý chất lượng SP theo HACCP"
"Viện đào tạo nhân lực và hợp tác quốc tế","Chuyên gia kiểm soát chất lượng QAC"
"Viện đào tạo nhân lực và hợp tác quốc tế","Xây dựng và đánh giá ISO 9001:2015"
"Viện đào tạo nhân lực và hợp tác quốc tế","Xây dựng và đánh giá hệ thống OHSAS 18001"
"Viện đào tạo nhân lực và hợp tác quốc tế","Xây dựng và đánh giá công cụ 5S - Kaizen"
"Viện đào tạo nhân lực và hợp tác quốc tế","Xây dựng và đánh giá hệ thống ISO 22000/HACCP"
"Đại học Tôn Đức Thắng","Quản trị tài chính"
"RMIT VN",Commerce
"ĐH Hồng Bàng",CNTT
"ĐH LAO ĐỘNG XÃ HỘI","Kế Toán"
"bách khoa đà nẵng","kỹ sư cầu đường"
"Truong trung cấp Kinh tế Kỹ thuật tây Nam Á","Xay dung va dan dung"
"Cao đẳng kinh tế kỹ thuật thương mại","Quản trị kinh doanh"
"Đại học Ngoại ngữ-Tin học Tp Hồ Chí Minh","Tài Chính-Ngân Hàng"
"truong cong nghiep","che tao maty"
"THPT Nguyễn Thị Minh Khai","Kinh Tế"
"Học viện Ngoại Giao Việt Nam","Luật quốc tế"
"Đại học Sài Gòn","Giáo duc mâm non"
"học viện Hậu Cần","kế toán"
"Đại học Kinh tế - Luật (ĐHQG TPHCM)","Kinh tế đối ngoại"
"Open University",Finance/Banking
"Đại học Hoa Sen","Quản trị khách sạn"
HUFLIT,"QUẢN TRỊ KINH DOANH"
"trường cao đẳng công nghệ kỹ thuật Bà Rịa - Vũng Tàu","kế toán tổng hợp"
"Học viện Công nghệ Bưu chính Viễn thông","Kỹ thuật Điện tử - Truyền thông"
"trung cấp bến thành","giáo dục mầm non"
"cao đẳng công nghệ thông tin tphcm","hệ thống thông tin quản lý"
"Trung tâm dạy nghề Quý Đức","Lái Xe"
"TRUNG CẤP TÂY NAM Á","Quản trị kinh doanh"
"Đại Học Thăng Long","Quản trị Marketing"
"Đại học Sân khấu - Điện Ảnh TpHCM","Nhiếp Ảnh"
"Đại học Kinh tế Quốc dân","Tiếng Anh thương mại"
hutech,"ngôn ngữ Anh"
"Đại học Công nghiệp Tp.HCM","Hệ thống điều khiển tự động"
"cao đẳng du lịch hà nội","quản trị nhà hàng"
"cao đẳng truyền hình","báo truyền hình"
"Trường CĐCN  và Xây dựng Quảng Ninh","Kế toán doanh nghiệp"
"đại học dược hà nội","duơc lâm sàng"
"Đại học Kinh Tế và Quản Trị Kinh Doanh-Đại học Thái Nguyên","Quản trị kinh doanh du lịch và khách sạn"
TSQ,"Quân sự"
"Trường ĐH Luật TP. Hồ Chí Minh",Luật
"Đại học Công nghiệp Tp.HCM","Hệ thống điều khiển tự động"
"cao đẳng nghề LaDEC","quản trị kinh doanh"
"Đại học Sư Phạm Kỹ Thuật TPHCM","Kỹ Thuật Công Nghiệp"
"SaiGon University",Accouting
"Trung Cấp Kinh Tế Kỹ Thuật Tây Nam Á","Quản Lý Kinh Doanh Du Lịch"
"trường Đại Học Y khoa Phạm Ngọc Thạch","Bác sĩ đa khoa"
"đại học giao thông vận tải Hà Nội","kinh tế xây dựng công trình giao thông"
"trường đại học công nghệ giao thông vận tải","cơ khí"
"đại học khoa học tự nhiên","quản lý tài nguyên và môi trường"
"đại học thành đô","quản lý đất đai"
HUFLIT,"Quan hệ công chúng"
thpttanky3,pt
"Đại học xây dựng","Xây dựng dân dụng và công nghiệp"
"Học viện Tài Chính (Khoa liên kết với đại học Toulon Pháp)","Ngân hàng - Bảo hiểm"
"trung tam day nghe quan 6","dien dien tu"
"Đại Học Khoa Học Tự Nhiên TPHCM","Công nghệ thông tin"
"Đại Học Khoa Học Tự Nhiên TPHCM","Công nghệ thông tin"
"Cao đẳng Sư phạm Hà Nội (Đại học Thủ Đô)","Sư phạm Toán"
"trường đại học luật hà nội","ngành luật"
"truong thcs đại ân 1",khôngkhoong
"THCS Thống Nhất",Marketing
"Đại học Kinh tế Luật - Đại học Quốc gia TP. Hồ Chí Minh","Luật Thương mại quốc tế"
ko,ko
"Học Viện Âm Nhạc Quốc Gia Việt Nam","Thanh Nhạc"
"Đại Học Sư Phạm Hà Nội 1","Kĩ Thuật Điện Công Nghiệp"
"đại học kinh tế tp.hcm","tài chính ngân hàng"
"thpt lương văn can","chưa có chuyên ngành"
"trường Đại Học Sư Phạm Kỹ Thuật Tphcm","Công nghệ kĩ thuật Tphcm"
"trường trung cấp xây dựng","xây dựng dân dụng"
"Đại Học Mỏ Địa Chất","Công Nghệ Thông Tin"
"đại học công nghiệp thành phố hồ chí minh","ngôn ngữ anh"
"The College Of Foreign Economic Relations","Business English"
"Đại Học Công Đoàn","Ngành Quản trị nhân lực"
"FPT - Arena Việt Nam",Designer
"Trung tâm đào tạo tin học Winnet Nha Trang",designer
"Đại học Bà Rịa-Vũng Tàu","Quản trị Logistics và chuỗi cung ứng"
"Học viện Tài Chính","Tài chính - Ngân hàng"
"Đại học Mở Tp.HCM","Kế Toán Kiểm Toán"
"Đại học ngoại ngữ - Đại học Đà Nẵng","Cử nhân Anh - Biên phiên dịch"
"đai học thương mại","hệ thống quản lí thông tin"
"Trường cao đẳng công nghệ thủ đức","kế toán"
"trung cấp y  dược phạm ngọc thạch","điều dưỡng"
"cao đẳng bán công công nghệ và quản trị doanh nghiệp","tiếng anh thương mại"
"Đại học Y Dược TP. Hồ Chí Minh",Dược
"Đại Học Duy Tân Đà Nẵng","Quản trị kinh doanh"
"trường trung học phổ thông kim sơn b","lớp 12"
"dh cần  thơ","sư  phạm  sinh"
"TRUNG CẤP THÔNG TIN TRUYỀN THÔNG TP.HCM","LẬP TRÌNH VIÊN CHUYÊN NGHIỆP"
"Đại Học Tài Chính Marketing","Kế Toán - Kiểm Toán"
"TRƯỜNG ĐẠI HỌC KINH TẾ TPHCM","KẾ TOÁN - KIỂM TOÁN"
"TRƯỜNG ĐẠI HỌC KINH TẾ TPHCM","KHAI BÁO THUẾ"
"TRƯỜNG TRUNG CẤP THÔNG TIN TRUYỀN THÔNG TPHCM","Toeic : 515"
"trường cao đẳng công nghệ và kinh tế công nghiệp thái nguyên",xây
"đh xây dựng hà nội","xây dựng dân dụng"
"ĐẠI HỌC KINH TẾ HUẾ","TÀI CHÍNH KẾ TOÁN"
"trung học phổ thông thành phố cao bằng","không có"
"đại học phương đông","kế toán"
"thpt tháp mười","cấp 3"
"trung học phổ thông thành phố cao bằng","trung học phổ thông thành phố cao bằng"
"cao đẳng ktcn Hùng Vương",cntt
"trung tâm dạy nấu ăn sao mai","bếp trưởng"
"Truong Dai Hoc Cong Nghiep TP HCM","Cong Nghe Sinh Hoc"
"Đại Học Mỏ Địa Chất","Trắc Địa"
"đại học tôn đức thắng","quảng trị kinh doanh"
"trường Đại học Cửu Long","Đại học Quản Trị Kinh Doanh"
"Đại Học Tôn Đức Thắng","Quản Trị Kinh Doanh - Kinh Doanh Quốc Tế"
"nguyennhuu tho","lop 9"
"thpt cù chính lan",thpt
"đại học nông lâm tp hồ chí minh","nông lâm kết hợp"
"Viện ĐH Mở","Quản Trị Kinh Doanh"
"Đại học lao động xã hội","Bảo hiểm"
"đại học nguyễn tất thành","ngôn ngữ anh"
"trường lương văn can","khong có"
"thhpt nguyen chi thanh","khong co"
"Đại học Duy Tân","Kế Toán Doanh Nghiệp"
"ĐH Văn Lang","Quan hệ công chúng và truyền thông"
"Đại Học FPT","Quản trị Kinh DoanhChuyên ngành: Markting"
"Trường Trung cấp nghề công nghiệp tàu thủy đà nẵng tot","hàn vỏ tàu thủy"
"đại học sư phạm huế","toán học"
"Trung tâm tư vấn Hồng Đức","Kế toán thức hành tổng hợp"
"đại hoc nông lâm tphcm","công nghệ chế biến lâm sản"
"đại học bách khoa tphcm","Khoa học môi trường"
"Đại Học Sư phạm Tp. HCM","Ngôn ngữ Pháp"
"đhqg tphcm",cntt
